Geneid,Entity,Symbol,0_R1,0_R2,0_R3,30_R1,30_R2,30_R3,60_R1,60_R2,60_R3
gene-VC_RS08380,host,aat,395.0,632.0,562.0,580.0,799.0,556.0,631.0,681.0,414.0
gene-VC_RS15725,host,gene-VC_RS15725,235.0,343.0,348.0,434.0,443.0,453.0,721.0,738.0,497.0
gene-VC_RS17085,host,gene-VC_RS17085,349.0,480.0,402.0,457.0,528.0,424.0,403.0,444.0,330.0
gene-VC_RS03375,host,gene-VC_RS03375,1354.0,1921.0,1700.0,,,,,,
gene-VC_RS03215,host,rlmE,1911.0,3349.0,2535.0,1612.0,2656.0,1706.0,1290.0,1624.0,920.0
gene-VC_RS10380,host,bcp,441.0,642.0,576.0,609.0,793.0,552.0,431.0,550.0,308.0
gene-VC_RS07365,host,gene-VC_RS07365,326.0,480.0,247.0,261.0,377.0,234.0,216.0,218.0,141.0
gene-VC_RS13195,host,gene-VC_RS13195,877.0,1377.0,1109.0,841.0,1402.0,947.0,761.0,1721.0,571.0
gene-VC_RS00755,host,gene-VC_RS00755,1163.0,1878.0,1233.0,828.0,2136.0,878.0,219.0,306.0,154.0
gene-VC_RS07195,host,gene-VC_RS07195,142.0,250.0,181.0,161.0,202.0,130.0,157.0,154.0,105.0
gene-VC_RS18340,host,trmY,290.0,373.0,347.0,473.0,628.0,523.0,610.0,634.0,392.0
gene-VPVV882_gp19,phage,J,1537.0,2240.0,1689.0,,,,,,
gene-VC_RS05390,host,gene-VC_RS05390,1313.0,1891.0,1606.0,1819.0,2420.0,1855.0,,3806.0,
gene-VPVV882_gp35,phage,D,2409.0,3251.0,2805.0,,,,,,
gene-VC_RS09490,host,menC,159.0,258.0,202.0,105.0,166.0,117.0,77.0,130.0,70.0
gene-VC_RS04945,host,gene-VC_RS04945,207.0,321.0,283.0,248.0,339.0,293.0,346.0,369.0,251.0
gene-VC_RS09730,host,fabG,1655.0,2660.0,1945.0,1892.0,2686.0,1947.0,1897.0,2573.0,1530.0
gene-VC_RS08585,host,siaQ,239.0,288.0,251.0,235.0,337.0,246.0,243.0,380.0,190.0
gene-VC_RS05135,host,gene-VC_RS05135,360.0,484.0,391.0,391.0,463.0,429.0,487.0,493.0,347.0
gene-VC_RS03180,host,vexF,2113.0,3066.0,2665.0,2174.0,2651.0,2068.0,2088.0,,1629.0
gene-VC_RS04805,host,ligA,1063.0,1609.0,1341.0,1520.0,2029.0,1677.0,1531.0,1820.0,1139.0
gene-VC_RS06305,host,gene-VC_RS06305,,,,,,,,,
gene-VC_RS15165,host,gene-VC_RS15165,454.0,648.0,548.0,692.0,952.0,805.0,1205.0,1458.0,953.0
gene-VC_RS16015,host,gene-VC_RS16015,458.0,661.0,633.0,669.0,735.0,666.0,755.0,904.0,593.0
gene-VC_RS18150,host,gene-VC_RS18150,29.0,29.0,45.0,54.0,63.0,42.0,117.0,128.0,92.0
gene-VC_RS15855,host,gene-VC_RS15855,500.0,636.0,574.0,784.0,977.0,820.0,1269.0,1452.0,962.0
gene-VC_RS06415,host,gene-VC_RS06415,66.0,136.0,135.0,157.0,202.0,181.0,256.0,343.0,190.0
gene-VC_RS09740,host,gene-VC_RS09740,1725.0,2736.0,2280.0,1871.0,2605.0,1985.0,1935.0,2281.0,1376.0
gene-VPVV882_gp64,phage,gene-VPVV882_gp64,529.0,662.0,658.0,,,,,,
gene-VC_RS17740,host,gene-VC_RS17740,38.0,43.0,53.0,44.0,52.0,30.0,97.0,91.0,48.0
gene-VC_RS01425,host,accC,2166.0,3501.0,2724.0,2664.0,3541.0,2759.0,1761.0,2093.0,1345.0
gene-VC_RS18595,host,gene-VC_RS18595,2324.0,2771.0,2563.0,2513.0,3380.0,2743.0,2832.0,3657.0,2028.0
gene-VC_RS09450,host,gene-VC_RS09450,1077.0,1635.0,1234.0,1406.0,2037.0,1511.0,1352.0,1674.0,1064.0
gene-VC_RS02080,host,gene-VC_RS02080,397.0,658.0,614.0,528.0,689.0,478.0,646.0,910.0,496.0
gene-VC_RS01225,host,gene-VC_RS01225,,,,,,,,,
gene-VC_RS11575,host,murD,2104.0,3263.0,2697.0,2899.0,4210.0,2907.0,2621.0,3283.0,2044.0
gene-VC_RS12505,host,rplB,,,,,,,,,
gene-VC_RS16955,host,gene-VC_RS16955,201.0,348.0,294.0,409.0,491.0,373.0,1096.0,1228.0,828.0
gene-VC_RS14950,host,gene-VC_RS14950,368.0,489.0,516.0,628.0,845.0,724.0,844.0,1021.0,679.0
gene-VC_RS05500,host,gene-VC_RS05500,324.0,441.0,480.0,351.0,439.0,430.0,366.0,451.0,327.0
gene-VC_RS17920,host,gene-VC_RS17920,250.0,368.0,358.0,572.0,597.0,546.0,787.0,809.0,593.0
gene-VC_RS12835,host,gene-VC_RS12835,,,,,,,1314.0,1576.0,1034.0
gene-VC_RS11760,host,gene-VC_RS11760,2125.0,3058.0,2652.0,,,,2850.0,3680.0,
gene-VC_RS00970,host,gene-VC_RS00970,85.0,133.0,125.0,109.0,183.0,131.0,226.0,278.0,155.0
gene-VC_RS02915,host,rplM,,,,,,,,,
gene-VC_RS17470,host,gene-VC_RS17470,493.0,628.0,582.0,563.0,673.0,545.0,638.0,745.0,516.0
gene-VC_RS03760,host,iscA,967.0,1382.0,1956.0,906.0,1165.0,941.0,877.0,1069.0,673.0
gene-VC_RS13720,host,pstC,67.0,97.0,48.0,69.0,99.0,70.0,129.0,136.0,80.0
gene-VC_RS09295,host,gene-VC_RS09295,95.0,111.0,109.0,101.0,116.0,107.0,159.0,163.0,108.0
gene-VC_RS04710,host,mrdA,1620.0,2265.0,1926.0,,2175.0,1717.0,1729.0,2992.0,1231.0
gene-VC_RS09000,host,gene-VC_RS09000,495.0,621.0,559.0,558.0,526.0,428.0,585.0,669.0,410.0
gene-VPVV882_gp39,phage,gene-VPVV882_gp39,339.0,438.0,383.0,,3604.0,,,,
gene-VC_RS15575,host,gene-VC_RS15575,621.0,599.0,643.0,799.0,766.0,886.0,2159.0,1647.0,1264.0
gene-VC_RS17970,host,gene-VC_RS17970,356.0,502.0,446.0,415.0,475.0,418.0,379.0,420.0,271.0
gene-VC_RS01470,host,rhlB,,3571.0,3058.0,,,,,,
gene-VC_RS10780,host,fadE,220.0,369.0,285.0,321.0,386.0,319.0,519.0,556.0,424.0
gene-VC_RS17050,host,gene-VC_RS17050,193.0,282.0,249.0,245.0,349.0,248.0,375.0,414.0,299.0
gene-VC_RS07045,host,rstR,632.0,826.0,724.0,744.0,984.0,765.0,1179.0,1257.0,783.0
gene-VC_RS09090,host,lolC,634.0,1026.0,860.0,846.0,1285.0,970.0,963.0,1167.0,659.0
gene-VC_RS17840,host,gene-VC_RS17840,501.0,629.0,574.0,840.0,1104.0,891.0,563.0,657.0,378.0
gene-VC_RS05690,host,gene-VC_RS05690,342.0,497.0,491.0,415.0,516.0,421.0,551.0,580.0,372.0
gene-VC_RS05085,host,udp,219.0,373.0,277.0,349.0,388.0,335.0,406.0,505.0,304.0
gene-VC_RS17940,host,gene-VC_RS17940,503.0,766.0,613.0,522.0,704.0,547.0,674.0,739.0,469.0
gene-VC_RS01095,host,gene-VC_RS01095,635.0,946.0,855.0,871.0,1039.0,942.0,900.0,1011.0,699.0
gene-VC_RS03635,host,phoR,602.0,801.0,674.0,558.0,872.0,586.0,573.0,732.0,341.0
gene-VC_RS11345,host,gene-VC_RS11345,,,,,,,,,
gene-VC_RS02460,host,gene-VC_RS02460,119.0,123.0,136.0,536.0,625.0,564.0,943.0,1149.0,736.0
gene-VC_RS17670,host,gene-VC_RS17670,367.0,598.0,447.0,968.0,1467.0,1015.0,680.0,911.0,583.0
gene-VC_RS09155,host,gene-VC_RS09155,,,,,3886.0,,2673.0,3150.0,2048.0
gene-VC_RS11805,host,relA,1077.0,1657.0,1344.0,1319.0,1662.0,1289.0,1125.0,1179.0,773.0
gene-VC_RS00770,host,gene-VC_RS00770,237.0,403.0,348.0,352.0,563.0,360.0,199.0,222.0,124.0
gene-VC_RS01325,host,hupA,,,,2792.0,4237.0,2865.0,1648.0,2161.0,1248.0
gene-VC_RS01420,host,prmA,492.0,835.0,666.0,912.0,935.0,774.0,738.0,931.0,577.0
gene-VC_RS02910,host,zapE,1200.0,1748.0,1521.0,1627.0,1898.0,1511.0,1436.0,1562.0,1112.0
gene-VC_RS07870,host,gene-VC_RS07870,954.0,1667.0,1200.0,1098.0,1441.0,1081.0,874.0,1119.0,738.0
gene-VC_RS11155,host,csdE,176.0,247.0,223.0,239.0,380.0,260.0,378.0,436.0,278.0
gene-VC_RS17635,host,gene-VC_RS17635,173.0,228.0,223.0,231.0,260.0,220.0,264.0,285.0,169.0
gene-VC_RS16785,host,gene-VC_RS16785,106.0,146.0,131.0,132.0,170.0,122.0,116.0,116.0,79.0
gene-VC_RS15035,host,gene-VC_RS15035,439.0,594.0,529.0,398.0,720.0,525.0,931.0,1010.0,773.0
gene-VC_RS02155,host,gene-VC_RS02155,84.0,147.0,124.0,146.0,201.0,179.0,180.0,223.0,144.0
gene-VC_RS06480,host,gene-VC_RS06480,137.0,214.0,189.0,210.0,214.0,192.0,252.0,264.0,207.0
gene-VC_RS03090,host,gene-VC_RS03090,888.0,1163.0,973.0,871.0,1103.0,883.0,1479.0,878.0,695.0
gene-VC_RS04140,host,tcpR,46.0,41.0,47.0,21.0,38.0,20.0,25.0,23.0,13.0
gene-VC_RS09420,host,gene-VC_RS09420,154.0,245.0,161.0,232.0,427.0,311.0,270.0,349.0,186.0
gene-VC_RS07595,host,gene-VC_RS07595,71.0,101.0,86.0,250.0,410.0,245.0,262.0,386.0,235.0
gene-VC_RS09375,host,gene-VC_RS09375,114.0,119.0,110.0,130.0,154.0,120.0,174.0,219.0,146.0
gene-VC_RS14795,host,gene-VC_RS14795,322.0,460.0,409.0,429.0,662.0,432.0,791.0,962.0,561.0
gene-VC_RS02845,host,gene-VC_RS02845,1416.0,2297.0,1894.0,1444.0,2009.0,1433.0,1388.0,1660.0,1200.0
gene-VC_RS04625,host,gene-VC_RS04625,72.0,76.0,73.0,61.0,108.0,80.0,86.0,110.0,88.0
gene-VC_RS05460,host,bioF,1427.0,2366.0,1721.0,750.0,1177.0,761.0,312.0,397.0,246.0
gene-VC_RS11795,host,gene-VC_RS11795,,,,,,,,,
gene-VC_RS12955,host,gene-VC_RS12955,39.0,102.0,77.0,78.0,96.0,80.0,100.0,133.0,71.0
gene-VC_RS18750,host,gene-VC_RS18750,190.0,254.0,250.0,143.0,284.0,191.0,477.0,722.0,463.0
gene-VC_RS08530,host,gene-VC_RS08530,1742.0,1735.0,1655.0,1194.0,1611.0,1299.0,1817.0,1767.0,1215.0
gene-VC_RS01150,host,gene-VC_RS01150,675.0,944.0,839.0,546.0,775.0,672.0,453.0,499.0,283.0
gene-VC_RS00620,host,gene-VC_RS00620,442.0,615.0,454.0,477.0,637.0,548.0,383.0,435.0,302.0
gene-VC_RS19150,host,gene-VC_RS19150,203.0,239.0,262.0,508.0,374.0,396.0,603.0,643.0,436.0
gene-VC_RS10985,host,proB,1079.0,1693.0,1351.0,1242.0,1718.0,1289.0,1188.0,1504.0,853.0
gene-VC_RS03155,host,gene-VC_RS03155,765.0,1076.0,1004.0,1052.0,1361.0,1053.0,1122.0,1396.0,959.0
gene-VC_RS07555,host,gene-VC_RS07555,111.0,113.0,104.0,129.0,179.0,154.0,223.0,282.0,192.0
gene-VC_RS10760,host,purM,,,,,,,,,
gene-VC_RS15570,host,gene-VC_RS15570,138.0,201.0,212.0,207.0,305.0,218.0,623.0,765.0,562.0
gene-VC_RS16475,host,gene-VC_RS16475,96.0,148.0,116.0,88.0,139.0,96.0,128.0,182.0,94.0
gene-VC_RS01120,host,gene-VC_RS01120,745.0,1094.0,816.0,502.0,678.0,528.0,383.0,371.0,283.0
gene-VC_RS06885,host,gene-VC_RS06885,524.0,792.0,621.0,590.0,853.0,585.0,361.0,378.0,235.0
gene-VC_RS11565,host,murG,684.0,963.0,840.0,738.0,862.0,665.0,771.0,895.0,545.0
gene-VC_RS08795,host,gene-VC_RS08795,225.0,305.0,280.0,216.0,269.0,220.0,253.0,258.0,172.0
gene-VC_RS00365,host,gene-VC_RS00365,437.0,716.0,664.0,734.0,956.0,788.0,907.0,1147.0,646.0
gene-VC_RS08470,host,vexC,666.0,989.0,939.0,691.0,1096.0,792.0,519.0,606.0,393.0
gene-VC_RS09805,host,gene-VC_RS09805,288.0,419.0,366.0,436.0,575.0,481.0,609.0,713.0,455.0
gene-VC_RS09565,host,gene-VC_RS09565,187.0,304.0,234.0,251.0,350.0,237.0,205.0,207.0,128.0
gene-VC_RS15975,host,gene-VC_RS15975,297.0,411.0,356.0,394.0,561.0,443.0,529.0,537.0,378.0
gene-VC_RS16840,host,gene-VC_RS16840,2312.0,3239.0,2828.0,1745.0,2462.0,1957.0,2019.0,2277.0,1493.0
gene-VC_RS10020,host,znuA,1144.0,1531.0,1459.0,1235.0,1554.0,1273.0,1604.0,1855.0,
gene-VC_RS17375,host,gene-VC_RS17375,1908.0,2538.0,2456.0,2217.0,2546.0,2301.0,,,
gene-VC_RS01005,host,murQ,42.0,55.0,42.0,42.0,48.0,50.0,56.0,69.0,47.0
gene-VC_RS01010,host,murP,217.0,360.0,341.0,343.0,361.0,352.0,463.0,477.0,296.0
gene-VC_RS03585,host,gene-VC_RS03585,,,,1655.0,3023.0,2049.0,958.0,1029.0,316.0
gene-VC_RS08255,host,metR,808.0,1269.0,1094.0,618.0,955.0,664.0,649.0,801.0,515.0
gene-VC_RS10855,host,lpxB,440.0,685.0,609.0,613.0,790.0,560.0,533.0,627.0,369.0
gene-VC_RS17135,host,gene-VC_RS17135,115.0,171.0,148.0,145.0,178.0,141.0,206.0,234.0,182.0
gene-VC_RS08355,host,glgA,,,,2145.0,3076.0,2289.0,1735.0,2072.0,1365.0
gene-VC_RS16740,host,gene-VC_RS16740,136.0,234.0,218.0,182.0,216.0,157.0,255.0,251.0,150.0
gene-VC_RS16965,host,gene-VC_RS16965,79.0,90.0,104.0,77.0,87.0,50.0,31.0,30.0,21.0
gene-VC_RS11810,host,rlmD,613.0,793.0,680.0,895.0,922.0,849.0,872.0,1052.0,674.0
gene-VC_RS13435,host,gene-VC_RS13435,160.0,219.0,203.0,220.0,212.0,214.0,300.0,296.0,223.0
gene-VC_RS14850,host,gene-VC_RS14850,173.0,244.0,156.0,231.0,297.0,213.0,289.0,356.0,210.0
gene-VC_RS03350,host,gene-VC_RS03350,112.0,243.0,187.0,178.0,302.0,231.0,351.0,473.0,268.0
gene-VC_RS08430,host,breR,115.0,140.0,151.0,170.0,226.0,160.0,194.0,202.0,163.0
gene-VC_RS02345,host,gene-VC_RS02345,309.0,519.0,418.0,576.0,686.0,554.0,385.0,447.0,432.0
gene-VC_RS07620,host,almG,229.0,364.0,298.0,263.0,388.0,259.0,315.0,344.0,216.0
gene-VC_RS16245,host,gene-VC_RS16245,412.0,540.0,520.0,450.0,658.0,538.0,482.0,623.0,375.0
gene-VC_RS01580,host,tuf,,,,,,,,,
gene-VC_RS02935,host,gene-VC_RS02935,,,,,,,,,
gene-VC_RS13845,host,gene-VC_RS13845,341.0,500.0,473.0,403.0,562.0,467.0,542.0,625.0,406.0
gene-VC_RS15820,host,gene-VC_RS15820,273.0,448.0,384.0,344.0,503.0,414.0,869.0,1113.0,739.0
gene-VC_RS03310,host,gene-VC_RS03310,2133.0,3320.0,2982.0,2525.0,3087.0,2228.0,1550.0,1842.0,1181.0
gene-VC_RS07010,host,rtxB,379.0,583.0,524.0,365.0,556.0,510.0,1063.0,1302.0,818.0
gene-VC_RS16645,host,gene-VC_RS16645,107.0,104.0,105.0,114.0,119.0,93.0,105.0,116.0,63.0
gene-VC_RS17075,host,gene-VC_RS17075,761.0,1068.0,970.0,1103.0,1482.0,1212.0,1209.0,1455.0,964.0
gene-VC_RS00790,host,rep,2422.0,,2798.0,1975.0,2898.0,2070.0,1741.0,2301.0,1392.0
gene-VC_RS05830,host,purC,1759.0,2546.0,2091.0,1957.0,2895.0,2151.0,2111.0,2334.0,1361.0
gene-VC_RS03260,host,infB,,,,,,,,,
gene-VC_RS02260,host,gene-VC_RS02260,1941.0,2217.0,1917.0,1393.0,1836.0,1476.0,575.0,579.0,420.0
gene-VC_RS05795,host,gene-VC_RS05795,49.0,75.0,64.0,97.0,155.0,85.0,145.0,138.0,231.0
gene-VC_RS05935,host,gene-VC_RS05935,746.0,1067.0,974.0,868.0,1067.0,875.0,993.0,1097.0,736.0
gene-VC_RS13835,host,pncB,663.0,960.0,738.0,889.0,1238.0,863.0,1159.0,1457.0,913.0
gene-VC_RS15740,host,gene-VC_RS15740,555.0,734.0,677.0,621.0,865.0,687.0,2160.0,2684.0,1698.0
gene-VC_RS10685,host,gene-VC_RS10685,215.0,349.0,284.0,716.0,1051.0,666.0,523.0,684.0,534.0
gene-VC_RS17460,host,gene-VC_RS17460,32.0,57.0,49.0,81.0,100.0,78.0,136.0,118.0,82.0
gene-VC_RS15760,host,gene-VC_RS15760,1529.0,2490.0,1948.0,1922.0,3128.0,2293.0,3126.0,3711.0,
gene-VC_RS02705,host,gene-VC_RS02705,764.0,1035.0,1002.0,913.0,997.0,852.0,892.0,979.0,737.0
gene-VC_RS02780,host,gene-VC_RS02780,1386.0,1794.0,1286.0,554.0,1392.0,749.0,238.0,318.0,149.0
gene-VC_RS02385,host,tyrS,66.0,123.0,127.0,91.0,131.0,124.0,151.0,155.0,92.0
gene-VC_RS01985,host,gene-VC_RS01985,439.0,711.0,554.0,519.0,726.0,562.0,346.0,448.0,262.0
gene-VC_RS09085,host,lolD,307.0,425.0,359.0,533.0,627.0,486.0,507.0,525.0,326.0
gene-VC_RS02675,host,gene-VC_RS02675,695.0,1052.0,997.0,1034.0,2618.0,1153.0,1305.0,1508.0,972.0
gene-VC_RS18415,host,gene-VC_RS18415,1344.0,1977.0,1704.0,1576.0,2116.0,1610.0,1294.0,1582.0,948.0
gene-VC_RS08315,host,elyC,1272.0,2100.0,1928.0,2133.0,2543.0,2072.0,1648.0,1972.0,1230.0
gene-VC_RS11480,host,gene-VC_RS11480,394.0,547.0,529.0,470.0,638.0,516.0,570.0,712.0,458.0
gene-VC_RS11640,host,recJ,913.0,1334.0,1117.0,901.0,1258.0,918.0,1103.0,1255.0,800.0
gene-VC_RS13390,host,atpF,,,,,,,1292.0,1557.0,972.0
gene-VC_RS13595,host,gene-VC_RS13595,724.0,1079.0,887.0,1329.0,1722.0,1337.0,1681.0,1924.0,1340.0
gene-VC_RS17260,host,gene-VC_RS17260,106.0,166.0,135.0,101.0,174.0,137.0,62.0,65.0,52.0
gene-VC_RS15685,host,gene-VC_RS15685,504.0,793.0,569.0,557.0,792.0,590.0,937.0,1214.0,734.0
gene-VC_RS16075,host,gene-VC_RS16075,373.0,477.0,499.0,679.0,701.0,601.0,1466.0,1530.0,1012.0
gene-VC_RS13375,host,atpG,,,,,,,1575.0,1971.0,1416.0
gene-VC_RS11035,host,gene-VC_RS11035,712.0,1108.0,846.0,806.0,1192.0,1941.0,1152.0,1360.0,755.0
gene-VC_RS04690,host,ybeD,563.0,910.0,749.0,1146.0,1290.0,1113.0,1316.0,1356.0,984.0
gene-VC_RS15405,host,gene-VC_RS15405,176.0,299.0,215.0,272.0,350.0,267.0,388.0,488.0,309.0
gene-VC_RS13495,host,gene-VC_RS13495,91.0,127.0,112.0,136.0,189.0,114.0,169.0,173.0,108.0
gene-VC_RS13680,host,gene-VC_RS13680,1574.0,2356.0,2078.0,2448.0,3098.0,2340.0,,,
gene-VC_RS15545,host,gene-VC_RS15545,48.0,74.0,68.0,75.0,91.0,107.0,139.0,196.0,121.0
gene-VC_RS04705,host,mrdB,1021.0,1639.0,1366.0,855.0,1182.0,900.0,1058.0,948.0,573.0
gene-VC_RS01480,host,rho,,,,,,,,,
gene-VC_RS10960,host,ribBA,1663.0,2777.0,2172.0,1754.0,2391.0,1559.0,961.0,1212.0,739.0
gene-VPVV882_gp16,phage,gene-VPVV882_gp16,1208.0,1632.0,1113.0,,,,,,
gene-VC_RS16385,host,gene-VC_RS16385,422.0,565.0,478.0,225.0,405.0,298.0,203.0,237.0,172.0
gene-VC_RS01100,host,gene-VC_RS01100,436.0,693.0,627.0,618.0,755.0,566.0,727.0,882.0,531.0
gene-VC_RS07240,host,proQ,777.0,1315.0,1099.0,872.0,1384.0,991.0,1148.0,1346.0,765.0
gene-VC_RS01200,host,gene-VC_RS01200,,,,,,,,,
gene-VC_RS10720,host,gene-VC_RS10720,331.0,441.0,458.0,400.0,435.0,351.0,346.0,441.0,322.0
gene-VC_RS06325,host,gene-VC_RS06325,999.0,1247.0,1202.0,875.0,1083.0,828.0,689.0,782.0,565.0
gene-VC_RS10425,host,gene-VC_RS10425,1446.0,2158.0,1905.0,2575.0,3208.0,2606.0,,,
gene-VC_RS11270,host,gene-VC_RS11270,580.0,866.0,740.0,725.0,787.0,755.0,1011.0,1142.0,822.0
gene-VC_RS13725,host,pstA,39.0,50.0,57.0,42.0,75.0,60.0,94.0,110.0,65.0
gene-VC_RS02645,host,rpsU,,,,,,,,,
gene-VC_RS18500,host,gene-VC_RS18500,1468.0,2208.0,1811.0,1209.0,1592.0,1282.0,581.0,709.0,456.0
gene-VC_RS01370,host,gene-VC_RS01370,692.0,949.0,833.0,724.0,871.0,665.0,417.0,519.0,319.0
gene-VC_RS09075,host,gene-VC_RS09075,450.0,722.0,609.0,712.0,855.0,693.0,1027.0,1192.0,792.0
gene-VC_RS10920,host,rpsB,,,,,,,,,
gene-VC_RS03275,host,rpsO,,,,,,,,,
gene-VC_RS04950,host,gene-VC_RS04950,1725.0,2722.0,2121.0,2191.0,3874.0,2656.0,,3604.0,2037.0
gene-VC_RS09445,host,gene-VC_RS09445,110.0,130.0,152.0,160.0,177.0,191.0,190.0,181.0,99.0
gene-VC_RS18335,host,gene-VC_RS18335,168.0,264.0,211.0,235.0,303.0,247.0,368.0,405.0,279.0
gene-VC_RS08545,host,gene-VC_RS08545,1012.0,1433.0,1209.0,1053.0,1468.0,1148.0,1298.0,1419.0,1004.0
gene-VC_RS10315,host,gene-VC_RS10315,,,,,,,,,
gene-VC_RS14935,host,gene-VC_RS14935,233.0,337.0,270.0,252.0,486.0,316.0,399.0,454.0,259.0
gene-VC_RS17370,host,gene-VC_RS17370,725.0,1032.0,911.0,862.0,1163.0,959.0,767.0,922.0,562.0
gene-VC_RS08460,host,pqiB,704.0,1024.0,979.0,758.0,1045.0,883.0,726.0,876.0,537.0
gene-VC_RS07725,host,gene-VC_RS07725,316.0,331.0,274.0,202.0,402.0,376.0,113.0,84.0,35.0
gene-VC_RS10730,host,gene-VC_RS10730,391.0,535.0,474.0,2572.0,886.0,571.0,342.0,349.0,163.0
gene-VC_RS08850,host,pal,,,,2418.0,3534.0,2581.0,2128.0,2366.0,1451.0
gene-VC_RS06960,host,gene-VC_RS06960,839.0,1385.0,1175.0,925.0,1430.0,952.0,1004.0,1328.0,774.0
gene-VC_RS02145,host,rraB,,,,,,,,,
gene-VC_RS11825,host,gene-VC_RS11825,2086.0,2225.0,1909.0,501.0,777.0,555.0,309.0,389.0,281.0
gene-VC_RS10045,host,odhB,,,2866.0,1443.0,2362.0,1514.0,2313.0,845.0,542.0
gene-VC_RS02065,host,gene-VC_RS02065,924.0,1219.0,1062.0,1243.0,2109.0,1325.0,1855.0,,1057.0
gene-VC_RS10970,host,ribD,569.0,843.0,736.0,727.0,1021.0,760.0,705.0,1103.0,476.0
gene-VC_RS17800,host,gene-VC_RS17800,310.0,396.0,351.0,520.0,599.0,434.0,506.0,607.0,430.0
gene-VC_RS10510,host,gene-VC_RS10510,688.0,1362.0,1608.0,299.0,1343.0,857.0,242.0,59.0,49.0
gene-VC_RS11200,host,gene-VC_RS11200,91.0,179.0,128.0,164.0,189.0,150.0,158.0,200.0,96.0
gene-VC_RS04475,host,gene-VC_RS04475,331.0,534.0,411.0,539.0,670.0,553.0,643.0,733.0,448.0
gene-VC_RS11210,host,gene-VC_RS11210,632.0,846.0,752.0,935.0,1156.0,871.0,816.0,972.0,549.0
gene-VC_RS17620,host,gene-VC_RS17620,67.0,59.0,65.0,61.0,81.0,59.0,57.0,78.0,39.0
gene-VC_RS08950,host,dinG,561.0,737.0,684.0,805.0,1054.0,797.0,1285.0,1494.0,911.0
gene-VC_RS15195,host,gene-VC_RS15195,86.0,92.0,87.0,80.0,129.0,87.0,113.0,110.0,71.0
gene-VC_RS09935,host,gene-VC_RS09935,,,,2733.0,3693.0,2742.0,2111.0,2676.0,1979.0
gene-VC_RS13975,host,rbsA,60.0,71.0,71.0,131.0,141.0,124.0,152.0,156.0,124.0
gene-VC_RS04325,host,tnpA,752.0,898.0,784.0,442.0,652.0,436.0,505.0,525.0,400.0
gene-VC_RS14440,host,gene-VC_RS14440,161.0,258.0,194.0,310.0,438.0,320.0,330.0,393.0,305.0
gene-VC_RS12560,host,slyD,930.0,1383.0,1145.0,1828.0,,1690.0,2423.0,1873.0,1089.0
gene-VC_RS05360,host,oppB,896.0,1346.0,1191.0,604.0,954.0,737.0,801.0,973.0,568.0
gene-VC_RS04290,host,gene-VC_RS04290,87.0,146.0,105.0,77.0,161.0,115.0,187.0,228.0,136.0
gene-VC_RS03030,host,dksA,1644.0,2437.0,2041.0,2110.0,2785.0,2149.0,1629.0,1810.0,1188.0
gene-VC_RS13065,host,ompR,491.0,705.0,710.0,607.0,747.0,552.0,518.0,565.0,393.0
gene-VC_RS06690,host,gene-VC_RS06690,683.0,905.0,740.0,726.0,881.0,721.0,695.0,762.0,497.0
gene-VC_RS09785,host,adhE,,,,,4218.0,,2287.0,2676.0,
gene-VC_RS04040,host,gene-VC_RS04040,91.0,140.0,116.0,120.0,163.0,140.0,92.0,144.0,78.0
gene-VC_RS16825,host,modB,195.0,282.0,273.0,198.0,312.0,194.0,219.0,266.0,141.0
gene-VC_RS05880,host,gene-VC_RS05880,942.0,1348.0,1262.0,1321.0,1772.0,1475.0,988.0,1101.0,695.0
gene-VC_RS08390,host,infA,,,,,,,,,
gene-VC_RS13765,host,gene-VC_RS13765,515.0,841.0,744.0,765.0,1011.0,802.0,1038.0,1222.0,783.0
gene-VC_RS02475,host,pykF,,,,,,,,,
gene-VC_RS06365,host,gene-VC_RS06365,528.0,663.0,602.0,1183.0,1225.0,993.0,1052.0,1200.0,855.0
gene-VC_RS11920,host,ubiH,587.0,1041.0,785.0,756.0,1024.0,774.0,783.0,1021.0,664.0
gene-VC_RS09195,host,gene-VC_RS09195,506.0,714.0,682.0,831.0,969.0,930.0,1831.0,2075.0,1510.0
gene-VC_RS18220,host,gene-VC_RS18220,442.0,675.0,593.0,526.0,745.0,546.0,423.0,580.0,327.0
gene-VC_RS17090,host,gene-VC_RS17090,218.0,383.0,316.0,328.0,505.0,361.0,346.0,399.0,283.0
gene-VC_RS03540,host,mbaA,2312.0,3339.0,2878.0,,,,,,
gene-VC_RS08735,host,gene-VC_RS08735,127.0,150.0,112.0,62.0,96.0,95.0,134.0,127.0,95.0
gene-VC_RS07445,host,gene-VC_RS07445,175.0,289.0,290.0,128.0,263.0,159.0,64.0,119.0,49.0
gene-VC_RS11430,host,gltB,,,,,,,,,
gene-VC_RS06720,host,gene-VC_RS06720,365.0,566.0,429.0,751.0,1085.0,783.0,989.0,1236.0,731.0
gene-VC_RS05365,host,oppC,956.0,1543.0,1231.0,771.0,1092.0,758.0,2705.0,1417.0,941.0
gene-VC_RS12800,host,gene-VC_RS12800,209.0,318.0,251.0,204.0,235.0,171.0,147.0,230.0,139.0
gene-VC_RS00500,host,hemB,707.0,1067.0,942.0,989.0,1299.0,997.0,796.0,897.0,647.0
