Geneid,Entity,Symbol,Ctrl_R1,Ctrl_R2,Ctrl_R3,0_R1,0_R2,0_R3,2_R1,2_R2,2_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,20_R1,20_R2,20_R3,30_R1,30_R2,30_R3
gene-SAURSH1000_RS05510,host,gene-SAURSH1000_RS05510,6.295266001439646,6.61338421837956,6.406879986069314,6.541029999189903,6.7912214627261855,6.440946540632921,6.729824070489475,6.395261598115449,6.455198563340122,6.4967749901858625,6.322565239927284,5.655991810819852,6.0112671744041615,6.293419278846481,4.976733742420574,5.147494476813453,5.159055299214529,4.204692619390966,4.718498871295094,5.231108616854587,3.5263605246161616
gene-SAURSH1000_RS11610,host,gene-SAURSH1000_RS11610,3.912023005428146,3.9318256327243257,3.6888794541139363,4.3694478524670215,3.4657359027997265,3.258096538021482,4.23410650459726,3.258096538021482,3.58351893845611,4.143134726391533,3.6635616461296463,2.995732273553991,3.828641396489095,3.9512437185814275,2.302585092994046,3.2188758248682006,2.8903717578961645,2.3978952727983707,2.4849066497880004,2.8903717578961645,1.3862943611198906
gene-SAURSH1000_RS12455,host,gene-SAURSH1000_RS12455,4.477336814478207,5.37989735354046,5.214935757608986,4.6913478822291435,3.8501476017100584,5.318119993844216,4.406719247264253,3.1354942159291497,4.61512051684126,5.537334267018537,3.6375861597263857,4.02535169073515,5.87493073085203,4.875197323201151,4.983606621708336,4.143134726391533,4.624972813284271,3.6375861597263857,3.044522437723423,4.204692619390966,2.995732273553991
gene-SAURSH1000_RS05755,host,rpsB,9.016755622903517,8.545197387825835,8.805225202632306,9.194414221425923,8.928110078202646,8.842026529498812,9.301094735244646,8.830396801098097,8.69433468816865,9.0280988119824,9.086929027060949,8.272826003650401,8.24117615049496,9.227983807148778,7.5352967024440884,7.45182223652793,7.6487397889562425,6.744059186311348,7.329093736246592,7.7142311448490855,6.408528791059498
gene-SAURSH1000_RS09650,host,gene-SAURSH1000_RS09650,5.0238805208462765,5.003946305945459,5.564520407322694,5.6240175061873385,4.0943445622221,5.0689042022202315,5.783825182329737,3.8918202981106265,5.327876168789581,5.7430031878094825,3.9889840465642745,4.8283137373023015,5.075173815233827,3.9318256327243257,4.174387269895637,3.1354942159291497,3.4011973816621555,3.1780538303479458,2.772588722239781,3.5263605246161616,2.70805020110221
gene-SAURSH1000_RS07485,host,rpsT,8.679141958402255,7.80954132465341,8.057694194815587,8.963160242833732,7.8674885686991285,7.688913336864796,8.980298078970817,8.000349495324684,8.200837258379849,8.70930004894499,8.457018468380168,7.887959336599945,8.014996894348302,8.35983738064003,7.044032897274685,7.267525427828172,6.828712071641684,6.1463292576688975,7.164720378771857,6.799055862058796,5.6131281063880705
gene-SAURSH1000_RS06345,host,gene-SAURSH1000_RS06345,6.380122536899765,5.817111159963204,6.186208623900494,6.810142450115136,5.472270673671475,5.697093486505405,6.777646593635117,5.3706380281276624,6.035481432524756,6.754604099487962,5.840641657373398,5.68697535633982,6.192362489474872,6.171700597410915,4.912654885736052,5.375278407684165,4.948759890378168,4.382026634673881,4.919980925828125,5.1298987149230735,3.5553480614894135
gene-SAURSH1000_RS04565,host,gene-SAURSH1000_RS04565,5.820082930352362,5.6937321388027,5.998936561946683,6.424869023905388,5.998936561946683,6.161207321695077,6.5337888379333435,5.910796644040527,6.263398262591624,6.444131256700441,5.910796644040527,5.541263545158426,5.739792912179234,5.53338948872752,4.6913478822291435,4.584967478670572,4.61512051684126,3.912023005428146,4.04305126783455,4.804021044733257,3.5263605246161616
gene-SAURSH1000_RS00005,host,dnaA,6.525029657843462,7.2875606403097235,6.61472560020376,6.836259277277067,7.20414929203594,6.668228248417403,7.059617628291383,7.067319848653476,6.666956792429207,7.203405521083095,6.951772164398911,5.937536205082426,6.709304340258298,7.022868086082641,5.247024072160486,5.66988092298052,5.8289456176102075,4.564348191467836,5.062595033026967,5.793013608384144,3.8501476017100584
gene-SAURSH1000_RS01450,host,gene-SAURSH1000_RS01450,4.962844630259907,4.820281565605037,5.2832037287379885,5.087596335232384,4.820281565605037,5.170483995038151,5.123963979403259,4.77912349311153,4.867534450455582,4.820281565605037,4.672828834461906,4.532599493153256,4.0943445622221,4.406719247264253,3.6109179126442243,2.772588722239781,3.295836866004329,2.5649493574615367,2.5649493574615367,3.2188758248682006,1.791759469228055
gene-SAURSH1000_RS02400,host,gene-SAURSH1000_RS02400,3.6375861597263857,2.772588722239781,3.4965075614664802,4.394449154672439,3.6109179126442243,3.713572066704308,4.454347296253507,3.784189633918261,3.7376696182833684,4.553876891600541,4.0943445622221,3.4339872044851463,4.23410650459726,3.8066624897703196,2.70805020110221,2.70805020110221,2.5649493574615367,1.6094379124341003,2.8903717578961645,2.995732273553991,1.6094379124341003
gene-SAURSH1000_RS10985,host,yut,3.4965075614664802,3.1780538303479458,3.4657359027997265,3.9889840465642745,3.258096538021482,2.9444389791664403,3.970291913552122,3.295836866004329,3.2188758248682006,3.7376696182833684,3.1780538303479458,2.9444389791664403,2.995732273553991,3.367295829986474,2.3978952727983707,2.6390573296152584,2.772588722239781,1.3862943611198906,2.70805020110221,2.302585092994046,0.6931471805599453
gene-SAURSH1000_RS04755,host,qoxA,9.072227069846548,9.346006983397716,8.899048433885268,9.479221814964246,8.86403999703599,8.833025307284364,9.629511127140459,8.744806737401898,9.009814110527381,9.688808079634049,8.89604050162011,8.289037098278483,9.217713126305595,9.341807134718488,7.7702232041587855,8.121183242078828,8.345930261979017,6.904750769961838,7.780303087908373,8.303752415563412,6.431331081933479
gene-SAURSH1000_RS03020,host,gene-SAURSH1000_RS03020,7.592366128519796,8.297543529356284,7.845807502637805,8.114623886420098,7.635786861395585,7.848933726364071,8.172164452111904,6.97914527506881,8.11522197256233,7.728855823852543,6.169610732491456,6.804614520062624,6.990256500493881,6.519147287940395,5.87493073085203,5.517452896464707,5.3612921657094255,4.812184355372417,5.552959584921617,5.916202062607435,4.31748811353631
gene-SAURSH1000_RS10320,host,gene-SAURSH1000_RS10320,9.427465850964829,8.087640287778983,8.308199063206446,8.511577452630602,8.10530751550515,7.162397497355718,8.566554620953962,8.10530751550515,7.961370201719511,8.757154527656606,8.39660622842712,8.14902386805177,7.820840879907344,8.256607344626158,7.214504414151143,8.269500767180615,6.855408798609928,7.313220387090301,7.7284157798410416,7.331714969726466,7.126890808898808
gene-SAURSH1000_RS02450,host,gltX,7.221105098182496,7.3427791893318455,7.112327444710911,7.473637108496206,7.455298485683291,7.191429330036379,7.6004023345004,7.577121930876679,7.1316985104669115,7.484930283289661,7.825644732219989,6.46302945692067,6.796823718274855,7.500529485395295,5.771441123130016,5.768320995793772,6.253828811575473,4.709530201312334,5.602118820879701,6.212606095751519,4.553876891600541
gene-SAURSH1000_RS11055,host,nhaC,5.676753802268282,5.181783550292085,5.739792912179234,6.210600077024653,5.488937726156687,5.817111159963204,6.202535517187923,5.8805329864007,5.8944028342648505,6.597145701886651,6.198478716492308,5.0689042022202315,6.182084906716632,6.269096283706261,4.672828834461906,4.997212273764115,5.198497031265826,4.07753744390572,4.584967478670572,4.867534450455582,3.258096538021482
gene-SAURSH1000_RS13185,host,vraH,2.0794415416798357,2.0794415416798357,1.791759469228055,2.4849066497880004,2.1972245773362196,1.0986122886681098,1.3862943611198906,1.9459101490553132,2.0794415416798357,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.6094379124341003,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,1.0986122886681098
gene-SAURSH1000_RS03625,host,gene-SAURSH1000_RS03625,3.1780538303479458,3.2188758248682006,3.044522437723423,3.295836866004329,3.828641396489095,2.4849066497880004,2.8903717578961645,3.1780538303479458,2.4849066497880004,2.4849066497880004,3.1354942159291497,1.0986122886681098,2.0794415416798357,2.6390573296152584,1.0986122886681098,2.1972245773362196,1.791759469228055,1.6094379124341003,0.6931471805599453,1.0986122886681098,1.0986122886681098
gene-SAURSH1000_RS13240,host,rsmG,5.459585514144159,5.717027701406222,5.327876168789581,5.5909869805108565,6.1224928095143865,5.5134287461649825,5.75890177387728,6.317164686747284,5.288267030694535,5.902633333401366,6.542471960506805,4.68213122712422,4.990432586778736,5.659482215759621,4.584967478670572,3.9512437185814275,4.189654742026425,3.5553480614894135,3.4965075614664802,4.430816798843313,2.772588722239781
gene-SAURSH1000_RS02640,host,folE2,6.883462586413092,6.694562058521095,6.802394763324311,7.1785454837637,7.170119543449628,6.822197390620491,7.338238150065589,6.932447891572509,6.990256500493881,7.055312843339752,7.025538314638521,6.206575926724928,6.376726947898627,6.939253946041508,5.298317366548036,5.545177444479562,5.6240175061873385,4.74493212836325,5.187385805840755,5.598421958998375,4.204692619390966
gene-SAURSH1000_RS12675,host,gene-SAURSH1000_RS12675,6.796823718274855,7.377133712833954,6.902742737158593,6.849066282633458,7.064759027791802,6.946975992135418,7.099201743553092,6.732210706467206,6.810142450115136,6.956545443151569,6.71174039505618,6.318968113746434,6.866933284461882,7.098375638590786,6.236369590203704,5.713732805509369,5.993961427306569,5.293304824724492,5.099866427824199,5.937536205082426,4.532599493153256
gene-SAURSH1000_RS12445,host,crtM,4.219507705176107,4.406719247264253,4.8283137373023015,4.418840607796598,3.9889840465642745,4.9344739331306915,4.007333185232471,3.7376696182833684,4.30406509320417,4.499809670330265,3.4339872044851463,3.7376696182833684,5.796057750765372,5.135798437050262,4.204692619390966,4.110873864173311,4.61512051684126,3.1354942159291497,3.1780538303479458,4.31748811353631,2.6390573296152584
gene-SAURSH1000_RS09345,host,gene-SAURSH1000_RS09345,6.306275286948016,6.423246963533519,6.278521424165844,6.842683282238422,6.418364935936212,6.156978985585555,6.862757913051401,6.331501849893691,6.335054251498059,6.628041376179533,6.198478716492308,5.575949103146316,6.322565239927284,6.293419278846481,4.700480365792417,5.181783550292085,5.135798437050262,4.0943445622221,4.804021044733257,5.187385805840755,3.6635616461296463
gene-SAURSH1000_RS04190,host,mnhA1,7.827240901752812,7.557472901614746,7.67786350067821,8.223090551161533,7.529943370601589,7.67786350067821,8.170468578330674,7.601402334583733,7.698936199813447,8.34972083747249,7.6676260915849905,7.113142108707088,7.756195343948118,7.66105638236183,6.278521424165844,6.498282149476434,6.492239835020471,5.308267697401205,6.393590753950631,6.470799503782602,4.852030263919617
gene-SAURSH1000_RS07085,host,gene-SAURSH1000_RS07085,6.206575926724928,5.976350909297934,6.028278520230698,6.695798917058491,6.368187186350492,5.945420608606575,6.776506992372183,6.126869184114185,6.298949246855942,6.70196036600254,6.38856140554563,5.631211781821365,6.148468295917647,6.393590753950631,4.77912349311153,5.017279836814924,5.231108616854587,4.04305126783455,4.8283137373023015,5.198497031265826,3.367295829986474
gene-SAURSH1000_RS01345,host,gene-SAURSH1000_RS01345,5.159055299214529,4.454347296253507,4.927253685157205,5.755742213586912,3.9889840465642745,4.990432586778736,5.905361848054571,4.219507705176107,4.8283137373023015,6.035481432524756,5.017279836814924,4.394449154672439,5.438079308923196,6.16541785423142,4.0943445622221,4.343805421853684,4.875197323201151,3.044522437723423,4.30406509320417,5.278114659230517,2.8903717578961645
gene-SAURSH1000_RS11130,host,gene-SAURSH1000_RS11130,1.791759469228055,1.791759469228055,1.0986122886681098,2.302585092994046,2.0794415416798357,1.0986122886681098,2.0794415416798357,1.9459101490553132,1.9459101490553132,2.1972245773362196,2.0794415416798357,1.0986122886681098,1.9459101490553132,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.0,0.6931471805599453,1.0986122886681098,0.0
gene-SAURSH1000_RS02655,host,nagB,4.867534450455582,4.969813299576001,4.882801922586371,4.990432586778736,4.762173934797756,4.804021044733257,5.2574953720277815,4.700480365792417,4.795790545596741,5.123963979403259,4.897839799950911,4.343805421853684,4.770684624465665,5.5134287461649825,4.0943445622221,3.8501476017100584,4.406719247264253,3.4339872044851463,3.258096538021482,4.356708826689592,2.6390573296152584
gene-SAURSH1000_RS12750,host,gene-SAURSH1000_RS12750,4.804021044733257,4.90527477843843,4.564348191467836,4.700480365792417,4.919980925828125,4.859812404361672,5.111987788356544,5.594711379601839,4.736198448394496,4.634728988229636,5.8888779583328805,4.499809670330265,4.343805421853684,5.3230099791384085,3.4011973816621555,3.4965075614664802,4.110873864173311,2.8903717578961645,3.044522437723423,4.30406509320417,2.6390573296152584
gene-CPT_phageK_gp079,phage,gene-CPT_phageK_gp079,0.0,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,4.718498871295094,2.1972245773362196,3.9512437185814275,6.97914527506881,5.267858159063328,7.075808863978387,7.398174092970465,7.126890808898808,6.92461239604856,5.834810737062605,5.961005339623274,6.234410725718371,5.351858133476067,5.111987788356544,5.680172609017068
gene-CPT_phageK_gp173,phage,gene-CPT_phageK_gp173,0.6931471805599453,0.0,0.6931471805599453,8.074960359115858,3.258096538021482,1.6094379124341003,4.07753744390572,3.4011973816621555,3.1780538303479458,5.659482215759621,4.762173934797756,6.091309882077698,7.294377299288821,7.4360278163518485,7.752764808851328,,,,,,
gene-SAURSH1000_RS02000,host,gene-SAURSH1000_RS02000,2.0794415416798357,3.58351893845611,1.6094379124341003,2.0794415416798357,2.833213344056216,1.791759469228055,2.70805020110221,2.4849066497880004,1.6094379124341003,2.70805020110221,2.1972245773362196,1.6094379124341003,2.0794415416798357,2.1972245773362196,1.791759469228055,0.6931471805599453,1.3862943611198906,1.791759469228055,0.6931471805599453,0.6931471805599453,1.0986122886681098
gene-SAURSH1000_RS01595,host,metE,3.784189633918261,4.3694478524670215,3.7612001156935624,3.8066624897703196,4.59511985013459,3.7612001156935624,3.871201010907891,4.2626798770413155,3.828641396489095,3.970291913552122,4.189654742026425,3.044522437723423,3.713572066704308,4.143134726391533,2.0794415416798357,3.2188758248682006,3.044522437723423,1.791759469228055,1.791759469228055,2.70805020110221,0.6931471805599453
gene-SAURSH1000_RS08710,host,gene-SAURSH1000_RS08710,3.6888794541139363,3.044522437723423,3.044522437723423,3.713572066704308,2.0794415416798357,2.8903717578961645,3.4965075614664802,2.302585092994046,3.295836866004329,3.7376696182833684,3.091042453358316,2.6390573296152584,3.295836866004329,2.8903717578961645,2.4849066497880004,3.2188758248682006,2.0794415416798357,1.791759469228055,2.772588722239781,2.1972245773362196,1.3862943611198906
gene-SAURSH1000_RS02245,host,gene-SAURSH1000_RS02245,6.102558594613569,6.3835066348840055,6.144185634125646,6.481577129276431,6.343880434126331,6.320768294250582,6.492239835020471,6.543911845564792,6.214608098422191,6.588926477533519,6.61338421837956,5.594711379601839,5.820082930352362,6.395261598115449,5.017279836814924,4.584967478670572,4.882801922586371,3.6635616461296463,4.48863636973214,4.990432586778736,3.6888794541139363
gene-SAURSH1000_RS08595,host,pepA1,8.40737832540903,7.6487397889562425,7.9287663216266955,8.025843344150903,7.1770187659099,6.78105762593618,8.163371316459912,6.786716950605081,7.713784616598755,7.9355873855892,7.343426229147367,7.655390644826152,7.703007682479236,7.694392802629421,7.186901020411631,8.101071503119543,6.778784897685177,7.6128310304073565,7.958227192322312,7.3031700512368,7.562681246721884
gene-SAURSH1000_RS03190,host,gene-SAURSH1000_RS03190,5.135798437050262,4.919980925828125,4.976733742420574,5.855071922202427,5.231108616854587,5.303304908059076,5.602118820879701,5.4510384535657,5.0369526024136295,6.025865973825314,5.556828061699537,4.6913478822291435,5.3706380281276624,5.4510384535657,3.4339872044851463,3.9512437185814275,4.465908118654584,2.70805020110221,3.8501476017100584,4.04305126783455,1.6094379124341003
gene-SAURSH1000_RS06665,host,fakB2,6.220590170099739,6.284134161070802,6.448889394146858,6.626717749249025,6.0112671744041615,6.565264970035361,6.855408798609928,5.940171252720432,6.455198563340122,6.977281341630747,6.309918278226516,5.8377304471659395,6.666956792429207,6.699500340161678,5.666426688112432,5.187385805840755,5.627621113690637,4.330733340286331,4.727387818712341,5.634789603169249,3.8918202981106265
gene-SAURSH1000_RS01185,host,esxA,6.028278520230698,6.016157159698354,5.768320995793772,6.246106765481563,5.872117789475416,5.318119993844216,6.349138991379798,5.659482215759621,5.627621113690637,6.148468295917647,6.003887067106539,5.66988092298052,5.950642552587727,6.492239835020471,5.267858159063328,6.095824562432225,5.645446897643238,5.393627546352362,5.942799375126701,5.752572638825633,4.859812404361672
gene-CPT_phageK_gp130,phage,gene-CPT_phageK_gp130,0.6931471805599453,1.0986122886681098,0.0,4.812184355372417,0.0,0.6931471805599453,3.5553480614894135,2.6390573296152584,2.302585092994046,7.400009517162692,5.598421958998375,8.08886878916199,9.291090521661292,9.032528630660057,9.336091577281744,9.378055776380775,9.551586907757695,,,9.457590998633625,
gene-SAURSH1000_RS06995,host,gene-SAURSH1000_RS06995,3.1354942159291497,3.6888794541139363,3.4339872044851463,3.970291913552122,3.828641396489095,3.7376696182833684,3.5553480614894135,3.6109179126442243,3.4339872044851463,3.8918202981106265,3.8918202981106265,2.4849066497880004,3.7376696182833684,3.784189633918261,2.302585092994046,1.9459101490553132,2.995732273553991,0.6931471805599453,1.791759469228055,2.833213344056216,1.0986122886681098
gene-SAURSH1000_RS02615,host,gene-SAURSH1000_RS02615,5.736572297479192,5.634789603169249,5.529429087511423,6.131226489483141,5.820082930352362,5.905361848054571,6.1070228877422545,6.248042874508429,5.808142489980444,6.182084906716632,6.448889394146858,5.288267030694535,5.545177444479562,5.948034989180646,4.418840607796598,4.174387269895637,4.68213122712422,3.58351893845611,4.060443010546419,4.672828834461906,3.4011973816621555
gene-SAURSH1000_RS07420,host,gene-SAURSH1000_RS07420,7.24422751560335,7.8528278122817445,7.1693500166706,7.568379267836522,7.653020413804189,7.371489295214277,7.747164966520335,7.756195343948118,6.964135612418245,7.783224016336037,7.8119734296220225,6.643789733147672,7.447751280047908,7.844240718141811,6.20050917404269,6.373319789577012,6.695798917058491,5.723585101952381,5.945420608606575,6.523562306149512,5.19295685089021
gene-CPT_phageK_gp027,phage,gene-CPT_phageK_gp027,0.0,0.0,0.0,3.044522437723423,0.6931471805599453,0.0,3.2188758248682006,1.791759469228055,1.9459101490553132,6.951772164398911,4.624972813284271,6.9782137426306985,8.35490952835879,7.504391559161238,7.8674885686991285,7.426549072397305,7.559038255443384,7.61972421378267,6.947937068614969,7.208600337960199,6.375024819828097
gene-SAURSH1000_RS09925,host,yidC,8.107720061910534,8.247482004285693,8.029432840581244,8.481980435660493,8.366602832783736,8.059592328887545,8.40357646462927,8.418918622147897,8.157370441186774,8.202482446576537,8.424858580213442,7.554858521040676,7.4489161025442,7.980707820869669,6.542471960506805,6.844815479208263,6.71295620067707,5.84354441703136,6.626717749249025,6.792344427470809,5.327876168789581
gene-SAURSH1000_RS03185,host,gene-SAURSH1000_RS03185,5.0369526024136295,5.170483995038151,4.812184355372417,5.673323267171493,5.262690188904886,5.25227342804663,5.521460917862246,5.241747015059643,5.159055299214529,5.953243334287785,5.187385805840755,4.727387818712341,5.572154032177765,5.204006687076795,4.07753744390572,4.1588830833596715,4.248495242049359,3.2188758248682006,4.007333185232471,3.828641396489095,2.4849066497880004
gene-SAURSH1000_RS02350,host,gene-SAURSH1000_RS02350,8.026823576217629,7.226936018493289,7.180069874302796,7.1731917424865985,7.27931883541462,6.161207321695077,7.129297548929373,7.164720378771857,6.981934677156389,6.81783057145415,7.453561871643373,6.626717749249025,6.253828811575473,7.315883504509785,5.60947179518496,6.202535517187923,5.676753802268282,5.159055299214529,5.75890177387728,5.996452088619021,4.61512051684126
gene-SAURSH1000_RS12510,host,gene-SAURSH1000_RS12510,3.784189633918261,3.6109179126442243,3.6888794541139363,4.060443010546419,3.6375861597263857,3.828641396489095,4.189654742026425,3.6109179126442243,3.713572066704308,3.9889840465642745,3.7376696182833684,3.4339872044851463,3.6635616461296463,3.7612001156935624,2.9444389791664403,1.9459101490553132,2.6390573296152584,1.0986122886681098,2.4849066497880004,2.4849066497880004,0.6931471805599453
gene-SAURSH1000_RS05835,host,truB,4.997212273764115,5.093750200806762,5.241747015059643,5.480638923341991,5.236441962829949,5.545177444479562,5.707110264748875,5.37989735354046,5.231108616854587,5.762051382780177,5.84354441703136,4.532599493153256,5.342334251964811,5.3230099791384085,3.9512437185814275,4.007333185232471,4.382026634673881,3.1354942159291497,3.6109179126442243,4.394449154672439,2.995732273553991
gene-SAURSH1000_RS11505,host,gene-SAURSH1000_RS11505,3.8066624897703196,9.204825191288073,3.4657359027997265,4.3694478524670215,7.613818684808629,4.394449154672439,4.1588830833596715,6.7580945044277305,3.4011973816621555,5.241747015059643,5.8998973535824915,3.332204510175204,7.419979923661835,8.16223106548118,4.532599493153256,7.668561108015897,8.510772623613315,5.961005339623274,7.547501682814967,8.28045768658256,5.043425116919247
gene-SAURSH1000_RS05515,host,gmk,7.138866999945524,7.321188556739478,7.150701457592526,7.518064181233078,7.256297239690681,7.191429330036379,7.721348612617949,7.362645270417825,7.216709486709457,7.496097345175956,7.589335823170617,6.60934924316738,6.813444599510896,7.503840746698951,5.799092654460526,5.720311776607412,6.040254711277414,4.543294782270004,5.459585514144159,6.171700597410915,4.0943445622221
gene-CPT_phageK_gp094,phage,gene-CPT_phageK_gp094,0.0,0.0,0.0,3.044522437723423,0.6931471805599453,0.0,3.6375861597263857,0.6931471805599453,2.995732273553991,6.883462586413092,4.7535901911063645,6.97166860472579,8.08825472712243,7.3310603052186325,7.562681246721884,7.532088143541722,7.342131730584722,7.440146680662688,7.3613754289773485,6.947937068614969,6.630683385642372
gene-SAURSH1000_RS04735,host,fmtA,5.641907070938114,5.375278407684165,5.4680601411351315,6.212606095751519,5.733341276897746,5.655991810819852,6.238324625039508,5.831882477283517,5.780743515792329,6.309918278226516,6.021023349349527,4.941642422609304,5.641907070938114,5.8664680569332965,3.784189633918261,4.418840607796598,4.718498871295094,3.2188758248682006,4.406719247264253,4.890349128221754,2.772588722239781
gene-SAURSH1000_RS04745,host,qoxC,8.675734219544788,8.826147399143558,8.39366870513074,8.927181388251986,8.485496104672983,8.292298107063221,9.070388411548738,8.311398278436641,8.468002947225466,9.123147160273806,8.357962965845681,7.970049304976135,8.799812469525556,8.894258825002703,7.659642954564682,8.114324709155339,7.946263643580541,6.98100574072173,7.872073979866873,7.913886714856082,6.329720905522696
gene-SAURSH1000_RS03375,host,gene-SAURSH1000_RS03375,5.062595033026967,5.54907608489522,5.407171771460119,5.659482215759621,5.293304824724492,5.66988092298052,5.765191102784844,5.2574953720277815,5.634789603169249,5.926926025970411,5.267858159063328,5.049856007249537,5.8805329864007,5.4680601411351315,4.948759890378168,4.290459441148391,4.74493212836325,4.060443010546419,3.9889840465642745,4.59511985013459,3.4965075614664802
gene-SAURSH1000_RS12970,host,gene-SAURSH1000_RS12970,4.955827057601261,5.594711379601839,5.209486152841421,5.1298987149230735,5.293304824724492,5.0106352940962555,4.976733742420574,4.663439094112067,5.2832037287379885,5.5134287461649825,4.51085950651685,4.3694478524670215,5.739792912179234,5.204006687076795,4.6443908991413725,4.6913478822291435,4.927253685157205,3.4965075614664802,4.382026634673881,4.276666119016055,3.367295829986474
gene-SAURSH1000_RS09305,host,gatB,8.327000740241713,8.065579427282092,8.154212694914229,8.416709652837914,8.170468578330674,8.128585200374497,8.616133139271142,8.415160465851086,8.057377488557991,8.433594167539924,8.566364235422688,7.660585461703256,7.649216319820633,8.298041661371565,6.966967138613983,6.738152494595957,6.81783057145415,6.194405391104672,6.318968113746434,7.01571242048723,5.777652323222656
gene-CPT_phageK_gp082,phage,gene-CPT_phageK_gp082,0.6931471805599453,0.0,0.0,3.7612001156935624,0.6931471805599453,1.0986122886681098,5.049856007249537,3.332204510175204,4.110873864173311,8.363342466597977,6.267200548541362,8.440528106480752,9.711115659888671,9.065083359319043,9.281078386481525,8.796641458940915,8.863898604317479,8.654168646443315,8.074649075066652,8.112827478751374,7.532088143541722
gene-SAURSH1000_RS08825,host,gene-SAURSH1000_RS08825,6.683360945766275,7.029087564149662,6.647688373563329,7.109062135687172,6.095824562432225,6.665683717782408,7.060476365999801,5.916202062607435,6.53813982376767,7.289610521451167,6.278521424165844,6.255750041753367,7.222566018822171,6.785587645007929,6.0330862217988015,5.877735781779639,5.905361848054571,5.209486152841421,5.455321115357702,5.66988092298052,4.553876891600541
gene-SAURSH1000_RS05025,host,gene-SAURSH1000_RS05025,6.423246963533519,7.2485040723706105,6.376726947898627,6.655440350367647,6.739336627357174,6.480044561926653,6.892641641172089,7.002155954403621,6.230481447578482,7.0967213784947605,7.309212365692763,5.786897381366708,7.181591944611865,8.143226750367445,5.755742213586912,6.003887067106539,6.779921907472252,4.890349128221754,5.480638923341991,6.656726524178391,4.406719247264253
gene-SAURSH1000_RS09205,host,gene-SAURSH1000_RS09205,6.871091294610546,6.919683849847411,6.787844982309579,7.421775793644647,6.559615237493242,6.784457062637643,7.367077059881012,6.3561076606958915,6.872128101338986,7.497207223203318,6.584791392385716,6.523562306149512,7.390798521735676,7.13966033596492,6.1224928095143865,6.295266001439646,6.318968113746434,5.4116460518550396,6.023447592961033,6.091309882077698,4.68213122712422
gene-SAURSH1000_RS08300,host,trmB,6.682108597449809,6.652863029353347,6.51471269087253,7.232010331664759,6.630683385642372,6.70073110954781,7.333676395657684,7.022868086082641,6.715383386334681,7.294377299288821,7.313886831633462,6.248042874508429,6.663132695990803,7.29776828253138,5.393627546352362,5.472270673671475,6.068425588244111,4.6443908991413725,5.438079308923196,5.976350909297934,4.23410650459726
gene-SAURSH1000_RS06520,host,gene-SAURSH1000_RS06520,3.7376696182833684,5.153291594497779,3.871201010907891,4.0943445622221,4.499809670330265,3.7376696182833684,4.174387269895637,4.204692619390966,3.8501476017100584,4.1588830833596715,4.174387269895637,3.4339872044851463,4.04305126783455,4.941642422609304,2.5649493574615367,2.6390573296152584,2.9444389791664403,2.3978952727983707,2.1972245773362196,3.2188758248682006,2.302585092994046
gene-SAURSH1000_RS12390,host,farE,7.87587915949631,6.62273632394984,7.839131648274333,8.167919362957816,6.668228248417403,7.823645930834952,8.374938143835367,7.202661196523238,8.035278911144667,8.150467911624004,7.501634457883413,7.398174092970465,7.1180162044653335,7.136483208590247,6.498282149476434,5.8916442118257715,5.3230099791384085,5.814130531825066,5.579729825986222,5.236441962829949,5.327876168789581
gene-SAURSH1000_RS05775,host,frr,7.488852955733459,7.237059026124737,7.266827347520591,7.641564441260972,7.798112628829788,7.317212408359839,7.719129840906732,7.807510042216193,7.1276936993473985,7.649216319820633,7.85979918056211,6.583409222158765,6.782192056006791,7.502186486602924,5.963579343618446,5.811140992976701,6.0330862217988015,5.176149732573829,5.583496308781699,6.26530121273771,4.68213122712422
gene-SAURSH1000_RS09470,host,gene-SAURSH1000_RS09470,6.16541785423142,5.8944028342648505,6.293419278846481,6.80128303447162,5.768320995793772,6.021023349349527,7.05617528410041,5.786897381366708,6.298949246855942,7.164720378771857,6.1224928095143865,5.981414211254481,6.78332520060396,6.4692503167957724,5.488937726156687,5.4638318050256105,5.37989735354046,4.6913478822291435,4.852030263919617,5.19295685089021,4.394449154672439
gene-SAURSH1000_RS13085,host,gene-SAURSH1000_RS13085,2.302585092994046,2.772588722239781,2.4849066497880004,2.772588722239781,2.3978952727983707,2.4849066497880004,2.1972245773362196,2.4849066497880004,2.302585092994046,2.6390573296152584,2.302585092994046,1.3862943611198906,2.70805020110221,2.9444389791664403,1.0986122886681098,0.6931471805599453,1.791759469228055,0.6931471805599453,1.3862943611198906,1.0986122886681098,0.6931471805599453
gene-SAURSH1000_RS04970,host,gene-SAURSH1000_RS04970,7.388327859577107,7.650168700845001,7.201170883281678,7.7702232041587855,7.638679823876112,7.371489295214277,7.841099765422119,7.762170607138205,7.349230824613334,7.635303886259415,7.930925372483388,6.727431724850855,6.954638864880987,7.44600149832412,5.908082938168931,6.0473721790462776,6.253828811575473,5.1298987149230735,5.82600010738045,6.309918278226516,4.6443908991413725
