Geneid,Entity,Symbol,5_R1,5_R2,5_R3,15_R1,15_R2,15_R3,30_R1,30_R2,30_R3
gene-Saur515_RS03285,host,ureC,48.0,41.0,59.0,24.0,18.0,32.0,37.0,29.0,11.0
gene-Saur515_RS00805,host,sirA,104.0,127.0,160.0,30.0,19.0,34.0,39.0,18.0,15.0
gene-Saur515_RS08195,host,nrdH,63.0,92.0,106.0,23.0,22.0,38.0,37.0,22.0,11.0
gene-Saur515_RS13575,host,gene-Saur515_RS13575,507.0,482.0,551.0,272.0,260.0,400.0,603.0,280.0,223.0
gene-Saur515_RS07295,host,gene-Saur515_RS07295,520.0,565.0,598.0,163.0,149.0,268.0,205.0,143.0,123.0
gene-Saur515_RS11815,host,gene-Saur515_RS11815,855.0,936.0,897.0,243.0,202.0,307.0,303.0,191.0,107.0
gene-Saur515_RS06410,host,gene-Saur515_RS06410,,,,,,,,,
gene-Saur515_RS11615,host,gene-Saur515_RS11615,129.0,162.0,152.0,31.0,25.0,42.0,54.0,29.0,21.0
gene-Saur515_RS06295,host,gene-Saur515_RS06295,359.0,381.0,513.0,136.0,100.0,213.0,186.0,158.0,95.0
gene-Saur515_RS04850,host,gene-Saur515_RS04850,1825.0,2185.0,2172.0,590.0,531.0,834.0,1008.0,510.0,326.0
gene-Saur515_RS04415,host,gene-Saur515_RS04415,362.0,346.0,491.0,108.0,69.0,152.0,127.0,108.0,67.0
gene-phage515_00021,phage,gene-phage515_00021,876.0,951.0,680.0,,,,,,
gene-Saur515_RS02935,host,gene-Saur515_RS02935,577.0,586.0,725.0,208.0,164.0,279.0,401.0,281.0,168.0
gene-Saur515_RS07100,host,recR,2960.0,,,,939.0,,,,692.0
gene-Saur515_RS04820,host,gene-Saur515_RS04820,8.0,9.0,8.0,4.0,1.0,1.0,3.0,0.0,4.0
gene-Saur515_RS12505,host,tsaD,900.0,1029.0,1004.0,282.0,227.0,334.0,322.0,219.0,134.0
gene-Saur515_RS04125,host,gene-Saur515_RS04125,316.0,302.0,448.0,114.0,73.0,200.0,141.0,114.0,70.0
gene-phage515_00076,phage,gene-phage515_00076,88.0,106.0,102.0,427.0,360.0,593.0,1532.0,913.0,691.0
gene-Saur515_RS01715,host,gene-Saur515_RS01715,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
gene-Saur515_RS10030,host,gene-Saur515_RS10030,66.0,59.0,72.0,16.0,18.0,30.0,13.0,21.0,4.0
gene-Saur515_RS14175,host,gene-Saur515_RS14175,23.0,30.0,40.0,15.0,17.0,27.0,17.0,14.0,10.0
gene-Saur515_RS13370,host,gene-Saur515_RS13370,48.0,60.0,66.0,10.0,17.0,41.0,33.0,23.0,11.0
gene-phage515_00074,phage,holA,37.0,52.0,36.0,359.0,440.0,616.0,,,
gene-Saur515_RS04410,host,fakB1,1527.0,1676.0,1826.0,359.0,268.0,579.0,545.0,407.0,215.0
gene-Saur515_RS10710,host,gene-Saur515_RS10710,480.0,529.0,500.0,116.0,95.0,150.0,205.0,121.0,74.0
gene-Saur515_RS13350,host,gene-Saur515_RS13350,62.0,65.0,67.0,105.0,106.0,191.0,384.0,275.0,200.0
gene-Saur515_RS10085,host,gene-Saur515_RS10085,109.0,102.0,100.0,14.0,18.0,36.0,31.0,39.0,16.0
gene-Saur515_RS12355,host,gene-Saur515_RS12355,1015.0,1132.0,1240.0,217.0,208.0,281.0,276.0,269.0,136.0
gene-Saur515_RS06370,host,floA,,,,,,,,,
gene-Saur515_RS04735,host,gene-Saur515_RS04735,790.0,890.0,786.0,244.0,187.0,331.0,317.0,263.0,147.0
gene-Saur515_RS08490,host,gene-Saur515_RS08490,2050.0,1959.0,2209.0,732.0,643.0,1275.0,1145.0,1010.0,477.0
gene-Saur515_RS08130,host,purM,649.0,804.0,621.0,163.0,167.0,181.0,224.0,90.0,87.0
gene-Saur515_RS09645,host,gene-Saur515_RS09645,51.0,58.0,63.0,37.0,22.0,61.0,38.0,37.0,23.0
gene-Saur515_RS02550,host,gene-Saur515_RS02550,22.0,30.0,18.0,4.0,7.0,14.0,8.0,8.0,4.0
gene-Saur515_RS02575,host,bioB,43.0,45.0,55.0,15.0,10.0,31.0,20.0,17.0,9.0
gene-Saur515_RS00925,host,gene-Saur515_RS00925,192.0,173.0,197.0,60.0,45.0,104.0,82.0,80.0,35.0
gene-Saur515_RS05705,host,recG,679.0,715.0,766.0,227.0,200.0,348.0,316.0,235.0,119.0
gene-Saur515_RS07205,host,gene-Saur515_RS07205,101.0,95.0,114.0,20.0,11.0,27.0,41.0,29.0,10.0
gene-Saur515_RS05725,host,fabG,,,,,,,,,
gene-Saur515_RS05690,host,rpmB,854.0,1078.0,1164.0,270.0,413.0,444.0,1003.0,465.0,
gene-Saur515_RS13550,host,gene-Saur515_RS13550,294.0,257.0,240.0,155.0,146.0,203.0,342.0,162.0,138.0
gene-Saur515_RS11715,host,gene-Saur515_RS11715,83.0,82.0,100.0,36.0,30.0,52.0,51.0,29.0,21.0
gene-Saur515_RS09140,host,gene-Saur515_RS09140,1358.0,1388.0,1622.0,405.0,343.0,603.0,411.0,399.0,213.0
gene-Saur515_RS10175,host,gene-Saur515_RS10175,66.0,77.0,80.0,29.0,9.0,22.0,17.0,15.0,6.0
gene-Saur515_RS12810,host,gene-Saur515_RS12810,14.0,5.0,13.0,3.0,4.0,9.0,5.0,4.0,5.0
gene-Saur515_RS07345,host,lpl2,66.0,68.0,74.0,25.0,20.0,29.0,27.0,21.0,15.0
gene-Saur515_RS11780,host,gene-Saur515_RS11780,388.0,399.0,463.0,125.0,88.0,166.0,119.0,108.0,57.0
gene-Saur515_RS10325,host,gene-Saur515_RS10325,,,,895.0,634.0,1137.0,1225.0,727.0,445.0
gene-Saur515_RS01035,host,gene-Saur515_RS01035,40.0,38.0,49.0,14.0,19.0,24.0,25.0,24.0,9.0
gene-Saur515_RS01660,host,sasF,432.0,456.0,460.0,167.0,188.0,249.0,244.0,202.0,160.0
gene-Saur515_RS00290,host,gene-Saur515_RS00290,240.0,273.0,316.0,65.0,65.0,89.0,81.0,61.0,36.0
gene-Saur515_RS11255,host,gene-Saur515_RS11255,,,,,,,,,
gene-Saur515_RS01160,host,gene-Saur515_RS01160,47.0,26.0,52.0,12.0,10.0,16.0,12.0,15.0,5.0
gene-Saur515_RS11440,host,gene-Saur515_RS11440,312.0,366.0,350.0,49.0,49.0,91.0,98.0,72.0,33.0
gene-Saur515_RS01110,host,gene-Saur515_RS01110,216.0,286.0,268.0,85.0,54.0,81.0,83.0,76.0,47.0
gene-Saur515_RS11890,host,gene-Saur515_RS11890,738.0,857.0,844.0,208.0,138.0,333.0,255.0,197.0,147.0
gene-Saur515_RS02480,host,gene-Saur515_RS02480,357.0,346.0,417.0,119.0,117.0,187.0,215.0,134.0,76.0
gene-Saur515_RS07785,host,gene-Saur515_RS07785,237.0,221.0,265.0,74.0,68.0,136.0,63.0,67.0,40.0
gene-Saur515_RS05980,host,gene-Saur515_RS05980,286.0,344.0,338.0,108.0,111.0,206.0,194.0,93.0,66.0
gene-Saur515_RS02385,host,lnsB,276.0,335.0,355.0,49.0,33.0,63.0,65.0,56.0,31.0
gene-Saur515_RS13010,host,gene-Saur515_RS13010,541.0,521.0,563.0,144.0,119.0,200.0,234.0,184.0,67.0
gene-Saur515_RS04010,host,gene-Saur515_RS04010,467.0,567.0,595.0,182.0,174.0,233.0,151.0,173.0,74.0
gene-phage515_00140,phage,nrdF,1272.0,1407.0,1015.0,,,,,,
gene-Saur515_RS13055,host,gene-Saur515_RS13055,1014.0,1304.0,1195.0,296.0,256.0,389.0,357.0,270.0,191.0
gene-Saur515_RS07815,host,gene-Saur515_RS07815,142.0,176.0,197.0,21.0,25.0,32.0,35.0,30.0,20.0
gene-Saur515_RS00945,host,gene-Saur515_RS00945,49.0,49.0,45.0,20.0,10.0,24.0,14.0,24.0,6.0
gene-Saur515_RS07860,host,gene-Saur515_RS07860,603.0,642.0,699.0,159.0,124.0,227.0,229.0,222.0,84.0
gene-Saur515_RS14285,host,gene-Saur515_RS14285,1221.0,1325.0,1428.0,402.0,495.0,845.0,857.0,725.0,422.0
gene-Saur515_RS02955,host,gene-Saur515_RS02955,335.0,364.0,428.0,44.0,33.0,69.0,62.0,51.0,32.0
gene-Saur515_RS13020,host,yjbH,1594.0,1602.0,1849.0,382.0,352.0,646.0,558.0,575.0,269.0
gene-Saur515_RS00260,host,pflA,,,,,,,,,
gene-Saur515_RS00995,host,gene-Saur515_RS00995,99.0,108.0,92.0,33.0,42.0,43.0,54.0,38.0,23.0
gene-phage515_00185,phage,mbpI,2904.0,,2639.0,,,,,,
gene-Saur515_RS06595,host,efp,,,,,,,,,
gene-Saur515_RS00435,host,gene-Saur515_RS00435_gene_brnQ,981.0,1094.0,1064.0,145.0,129.0,202.0,265.0,175.0,88.0
gene-Saur515_RS09415,host,gene-Saur515_RS09415,179.0,194.0,230.0,54.0,56.0,84.0,73.0,64.0,26.0
gene-Saur515_RS14195,host,gene-Saur515_RS14195,56.0,98.0,77.0,22.0,32.0,43.0,41.0,20.0,24.0
gene-phage515_00047,phage,gene-phage515_00047,,,,,,,,,
gene-Saur515_RS13950,host,gene-Saur515_RS13950,393.0,344.0,385.0,249.0,205.0,308.0,630.0,144.0,224.0
gene-Saur515_RS02325,host,gene-Saur515_RS02325,130.0,168.0,182.0,52.0,36.0,79.0,76.0,52.0,28.0
gene-phage515_00103,phage,gene-phage515_00103,162.0,166.0,142.0,611.0,787.0,1049.0,,,
gene-Saur515_RS07185,host,gene-Saur515_RS07185,89.0,98.0,138.0,37.0,43.0,63.0,40.0,32.0,24.0
gene-Saur515_RS07095,host,gene-Saur515_RS07095,5.0,4.0,4.0,3.0,0.0,2.0,4.0,0.0,1.0
gene-Saur515_RS02290,host,gene-Saur515_RS02290,,,,,,,,,
gene-Saur515_RS00625,host,tnpA,181.0,227.0,272.0,66.0,45.0,79.0,93.0,82.0,31.0
gene-Saur515_RS07750,host,mepA,76.0,82.0,82.0,29.0,24.0,31.0,55.0,23.0,19.0
gene-Saur515_RS07145,host,gene-Saur515_RS07145,8.0,7.0,12.0,4.0,6.0,6.0,8.0,3.0,2.0
gene-Saur515_RS08790,host,gene-Saur515_RS08790,197.0,224.0,244.0,61.0,39.0,88.0,109.0,68.0,29.0
gene-Saur515_RS11770,host,gene-Saur515_RS11770,38.0,30.0,42.0,8.0,11.0,11.0,9.0,9.0,5.0
gene-Saur515_RS08565,host,dapD,151.0,175.0,177.0,55.0,46.0,91.0,68.0,60.0,25.0
gene-Saur515_RS09595,host,gene-Saur515_RS09595,2470.0,2750.0,3008.0,764.0,529.0,927.0,886.0,770.0,390.0
gene-Saur515_RS11415,host,gene-Saur515_RS11415,98.0,107.0,98.0,39.0,18.0,41.0,34.0,22.0,21.0
gene-Saur515_RS04940,host,gene-Saur515_RS04940,344.0,393.0,416.0,89.0,64.0,112.0,93.0,78.0,33.0
gene-Saur515_RS01615,host,gene-Saur515_RS01615,94.0,83.0,79.0,35.0,23.0,48.0,27.0,32.0,21.0
gene-Saur515_RS06730,host,gene-Saur515_RS06730,174.0,166.0,201.0,65.0,54.0,91.0,81.0,76.0,25.0
gene-Saur515_RS04425,host,gene-Saur515_RS04425,901.0,1030.0,1051.0,180.0,173.0,256.0,369.0,253.0,119.0
gene-Saur515_RS05030,host,mnhG2,122.0,120.0,115.0,39.0,36.0,58.0,73.0,63.0,21.0
gene-Saur515_RS03005,host,gene-Saur515_RS03005,80.0,97.0,94.0,18.0,18.0,49.0,40.0,20.0,21.0
gene-Saur515_RS03545,host,rplX,1752.0,1644.0,1746.0,610.0,551.0,737.0,891.0,309.0,310.0
gene-Saur515_RS10595,host,gene-Saur515_RS10595,1951.0,1873.0,2011.0,633.0,542.0,916.0,844.0,547.0,393.0
gene-Saur515_RS04560,host,gene-Saur515_RS04560,751.0,874.0,915.0,279.0,237.0,367.0,240.0,256.0,107.0
gene-Saur515_RS02135,host,gene-Saur515_RS02135,459.0,526.0,497.0,122.0,135.0,245.0,294.0,189.0,129.0
gene-Saur515_RS09775,host,gene-Saur515_RS09775,,,,,,,,,
gene-Saur515_RS02930,host,gene-Saur515_RS02930,527.0,584.0,600.0,160.0,147.0,253.0,269.0,223.0,112.0
gene-Saur515_RS08575,host,dapA,124.0,135.0,157.0,46.0,38.0,65.0,40.0,52.0,17.0
gene-Saur515_RS13830,host,gene-Saur515_RS13830,130.0,82.0,101.0,39.0,23.0,43.0,44.0,35.0,18.0
gene-Saur515_RS08695,host,gene-Saur515_RS08695,31.0,25.0,40.0,9.0,12.0,10.0,6.0,3.0,2.0
gene-Saur515_RS02880,host,gene-Saur515_RS02880,994.0,1078.0,1184.0,208.0,222.0,355.0,363.0,296.0,168.0
gene-Saur515_RS02975,host,gene-Saur515_RS02975,840.0,872.0,1071.0,219.0,135.0,295.0,215.0,208.0,90.0
gene-Saur515_RS04915,host,dhaM,199.0,209.0,215.0,43.0,50.0,87.0,77.0,60.0,26.0
gene-Saur515_RS04180,host,gene-Saur515_RS04180,223.0,246.0,267.0,46.0,46.0,76.0,80.0,30.0,21.0
gene-Saur515_RS01225,host,gene-Saur515_RS01225,1007.0,1203.0,1393.0,390.0,288.0,477.0,410.0,382.0,211.0
gene-Saur515_RS04380,host,prfB,421.0,476.0,491.0,196.0,160.0,236.0,199.0,142.0,101.0
gene-Saur515_RS05550,host,lspA,351.0,355.0,371.0,106.0,90.0,113.0,108.0,98.0,49.0
gene-Saur515_RS00010,host,gene-Saur515_RS00010,2.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0
gene-Saur515_RS06210,host,gene-Saur515_RS06210,18.0,13.0,13.0,6.0,5.0,6.0,9.0,2.0,8.0
gene-Saur515_RS04790,host,gene-Saur515_RS04790,16.0,19.0,23.0,4.0,6.0,8.0,4.0,4.0,4.0
gene-Saur515_RS01170,host,gene-Saur515_RS01170,71.0,61.0,61.0,20.0,20.0,41.0,48.0,41.0,19.0
gene-Saur515_RS09810,host,gene-Saur515_RS09810,40.0,43.0,31.0,7.0,4.0,10.0,22.0,9.0,4.0
gene-Saur515_RS05170,host,gene-Saur515_RS05170,702.0,768.0,743.0,183.0,166.0,272.0,238.0,194.0,108.0
gene-Saur515_RS13615,host,opp3b,129.0,97.0,138.0,38.0,38.0,40.0,56.0,21.0,31.0
gene-Saur515_RS02840,host,gene-Saur515_RS02840,140.0,115.0,123.0,21.0,19.0,33.0,49.0,19.0,17.0
gene-Saur515_RS14210,host,gene-Saur515_RS14210,32.0,45.0,51.0,13.0,8.0,19.0,28.0,8.0,18.0
gene-Saur515_RS11360,host,gene-Saur515_RS11360,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
gene-Saur515_RS02240,host,gene-Saur515_RS02240,153.0,174.0,216.0,26.0,39.0,67.0,53.0,43.0,30.0
gene-phage515_00024,phage,mbpT,706.0,730.0,636.0,,,,,,
gene-Saur515_RS12195,host,gene-Saur515_RS12195,1759.0,2158.0,2130.0,664.0,685.0,1068.0,843.0,757.0,364.0
gene-Saur515_RS06620,host,xseA,2105.0,2178.0,2212.0,628.0,588.0,980.0,922.0,422.0,362.0
gene-Saur515_RS00300,host,gene-Saur515_RS00300,186.0,227.0,203.0,49.0,62.0,102.0,72.0,48.0,26.0
gene-Saur515_RS02725,host,nirD,1801.0,1857.0,1810.0,830.0,837.0,1277.0,520.0,433.0,283.0
gene-phage515_00063,phage,gene-phage515_00063,1624.0,1854.0,1534.0,,,,,,
gene-Saur515_RS07895,host,gene-Saur515_RS07895,2343.0,2790.0,3041.0,967.0,573.0,1164.0,926.0,662.0,392.0
gene-Saur515_RS10285,host,gene-Saur515_RS10285,164.0,167.0,209.0,50.0,47.0,70.0,47.0,51.0,22.0
gene-Saur515_RS11195,host,gene-Saur515_RS11195,350.0,386.0,478.0,117.0,66.0,163.0,127.0,127.0,60.0
gene-Saur515_RS04950,host,gene-Saur515_RS04950,29.0,30.0,48.0,25.0,28.0,39.0,17.0,42.0,14.0
gene-Saur515_RS09320,host,atpA,,,,,,,,,
gene-Saur515_RS10390,host,rlmB,839.0,861.0,1371.0,198.0,183.0,337.0,199.0,129.0,88.0
gene-Saur515_RS13460,host,gene-Saur515_RS13460,729.0,671.0,727.0,219.0,138.0,263.0,161.0,97.0,61.0
gene-Saur515_RS00065,host,lrgA,267.0,442.0,309.0,96.0,137.0,115.0,273.0,142.0,156.0
gene-Saur515_RS12510,host,rimI,471.0,545.0,523.0,141.0,108.0,175.0,122.0,100.0,65.0
gene-Saur515_RS01630,host,asp1,60.0,53.0,51.0,19.0,20.0,29.0,28.0,11.0,12.0
gene-Saur515_RS02100,host,gene-Saur515_RS02100,2406.0,2526.0,2692.0,561.0,473.0,769.0,812.0,572.0,291.0
gene-Saur515_RS06685,host,gndA,,,,,,,,,
gene-Saur515_RS09580,host,gene-Saur515_RS09580,128.0,113.0,162.0,37.0,35.0,63.0,44.0,34.0,23.0
gene-Saur515_RS10760,host,gene-Saur515_RS10760,53.0,51.0,69.0,12.0,3.0,27.0,23.0,18.0,10.0
gene-Saur515_RS04400,host,gene-Saur515_RS04400,9.0,26.0,14.0,4.0,10.0,7.0,3.0,7.0,3.0
gene-Saur515_RS12385,host,lepB,739.0,801.0,955.0,219.0,138.0,284.0,252.0,167.0,95.0
gene-Saur515_RS07215,host,gene-Saur515_RS07215,400.0,436.0,520.0,206.0,136.0,239.0,145.0,180.0,90.0
gene-Saur515_RS05635,host,gene-Saur515_RS05635,200.0,216.0,240.0,42.0,56.0,67.0,113.0,92.0,49.0
gene-Saur515_RS08305,host,gene-Saur515_RS08305,1306.0,1417.0,1719.0,336.0,257.0,436.0,335.0,345.0,136.0
gene-Saur515_RS09120,host,czrA,240.0,259.0,281.0,223.0,280.0,411.0,497.0,429.0,237.0
gene-Saur515_RS08060,host,qoxD,,,,,,,,,
gene-phage515_00226,phage,gene-phage515_00226,,,,,,,,,
gene-Saur515_RS11240,host,mreC,772.0,901.0,929.0,220.0,212.0,343.0,350.0,275.0,173.0
gene-Saur515_RS07935,host,gene-Saur515_RS07935,185.0,202.0,200.0,52.0,27.0,49.0,52.0,36.0,28.0
gene-Saur515_RS12715,host,sak,170.0,163.0,179.0,45.0,37.0,83.0,88.0,66.0,36.0
gene-Saur515_RS00080,host,scdA,1354.0,1551.0,1504.0,551.0,578.0,1048.0,1200.0,902.0,536.0
gene-Saur515_RS04865,host,vraG,439.0,473.0,462.0,118.0,120.0,205.0,188.0,111.0,79.0
gene-Saur515_RS12075,host,gene-Saur515_RS12075,98.0,100.0,121.0,36.0,23.0,66.0,67.0,36.0,32.0
gene-Saur515_RS12700,host,gene-Saur515_RS12700,195.0,230.0,253.0,52.0,57.0,94.0,80.0,71.0,36.0
gene-Saur515_RS09280,host,glyA,,,,,,,,,
gene-Saur515_RS07835,host,gene-Saur515_RS07835,374.0,361.0,347.0,122.0,120.0,155.0,109.0,82.0,56.0
gene-Saur515_RS09670,host,gene-Saur515_RS09670,478.0,650.0,603.0,153.0,126.0,212.0,200.0,119.0,86.0
gene-Saur515_RS04075,host,gene-Saur515_RS04075,153.0,207.0,188.0,27.0,41.0,79.0,94.0,67.0,29.0
gene-Saur515_RS13165,host,gene-Saur515_RS13165,567.0,629.0,685.0,169.0,155.0,223.0,166.0,214.0,113.0
gene-Saur515_RS09635,host,ribE,133.0,136.0,145.0,26.0,31.0,46.0,28.0,19.0,16.0
gene-Saur515_RS03885,host,gene-Saur515_RS03885,252.0,262.0,280.0,127.0,142.0,241.0,120.0,86.0,55.0
gene-Saur515_RS00795,host,sbnB,4.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0
gene-Saur515_RS06460,host,gene-Saur515_RS06460,374.0,451.0,421.0,74.0,78.0,101.0,150.0,78.0,51.0
gene-Saur515_RS03490,host,rplC,,,,,,,,732.0,
gene-Saur515_RS01165,host,gene-Saur515_RS01165,85.0,97.0,116.0,27.0,19.0,39.0,43.0,38.0,14.0
gene-Saur515_RS10330,host,rpoC,,,,,,,,,
gene-Saur515_RS08715,host,gene-Saur515_RS08715,136.0,148.0,136.0,18.0,13.0,15.0,11.0,11.0,4.0
gene-Saur515_RS04195,host,vwb,75.0,71.0,68.0,36.0,23.0,44.0,42.0,14.0,13.0
gene-Saur515_RS04640,host,saeR,1941.0,2284.0,2291.0,679.0,697.0,1235.0,1191.0,821.0,531.0
gene-Saur515_RS02855,host,gene-Saur515_RS02855,342.0,340.0,368.0,124.0,86.0,142.0,132.0,104.0,54.0
gene-Saur515_RS04485,host,gene-Saur515_RS04485,174.0,157.0,155.0,43.0,35.0,50.0,40.0,22.0,11.0
gene-Saur515_RS07610,host,ychF,1923.0,2146.0,2082.0,437.0,395.0,620.0,724.0,372.0,248.0
gene-Saur515_RS11640,host,gene-Saur515_RS11640,116.0,143.0,185.0,16.0,14.0,30.0,36.0,27.0,18.0
gene-Saur515_RS12555,host,leuB,49.0,32.0,46.0,9.0,16.0,31.0,8.0,9.0,10.0
gene-Saur515_RS12990,host,gene-Saur515_RS12990,571.0,605.0,580.0,162.0,155.0,261.0,225.0,182.0,95.0
gene-Saur515_RS07655,host,gene-Saur515_RS07655,,,,1105.0,,,1556.0,1071.0,624.0
gene-Saur515_RS00500,host,gene-Saur515_RS00500,227.0,291.0,287.0,99.0,120.0,187.0,75.0,65.0,36.0
gene-phage515_00120,phage,tmpF,,,,,,,,,
gene-Saur515_RS06920,host,gene-Saur515_RS06920,5.0,2.0,8.0,5.0,2.0,6.0,2.0,0.0,1.0
gene-Saur515_RS01295,host,yaaA,409.0,443.0,507.0,134.0,94.0,188.0,209.0,181.0,98.0
gene-phage515_00176A,phage,gene-phage515_00176A,2786.0,3001.0,2555.0,,,,,,
gene-Saur515_RS06125,host,gene-Saur515_RS06125,,,,,,,1382.0,,
gene-Saur515_RS06385,host,ybeY,651.0,620.0,650.0,196.0,194.0,345.0,276.0,241.0,150.0
gene-Saur515_RS09710,host,gene-Saur515_RS09710,1843.0,1990.0,2041.0,960.0,,1419.0,1102.0,,
gene-phage515_00153,phage,rec.1,886.0,935.0,814.0,,,,,,
gene-Saur515_RS00345,host,ggt,96.0,118.0,108.0,36.0,32.0,38.0,54.0,38.0,24.0
gene-Saur515_RS11250,host,rplU,,,,,,,,,
gene-Saur515_RS13260,host,groES,509.0,634.0,573.0,103.0,125.0,139.0,164.0,161.0,81.0
gene-Saur515_RS04320,host,rapZ,648.0,646.0,662.0,225.0,227.0,330.0,256.0,231.0,123.0
gene-Saur515_RS08015,host,gene-Saur515_RS08015,305.0,415.0,425.0,65.0,64.0,97.0,96.0,65.0,48.0
gene-Saur515_RS06120,host,gene-Saur515_RS06120,,,,,,,1453.0,,
gene-Saur515_RS11665,host,essB,94.0,68.0,78.0,18.0,15.0,25.0,17.0,12.0,13.0
gene-Saur515_RS10820,host,gene-Saur515_RS10820,22.0,28.0,23.0,5.0,2.0,8.0,9.0,7.0,2.0
gene-Saur515_RS04240,host,smpB,517.0,597.0,534.0,218.0,165.0,279.0,261.0,179.0,115.0
gene-Saur515_RS12515,host,tsaB,545.0,634.0,669.0,145.0,118.0,191.0,147.0,106.0,56.0
gene-Saur515_RS10950,host,gene-Saur515_RS10950,1168.0,1270.0,1372.0,359.0,245.0,498.0,438.0,529.0,170.0
gene-Saur515_RS05940,host,ribF,1085.0,1171.0,1199.0,293.0,272.0,428.0,424.0,377.0,168.0
gene-Saur515_RS03990,host,gene-Saur515_RS03990,804.0,792.0,816.0,294.0,324.0,447.0,356.0,264.0,152.0
gene-Saur515_RS01095,host,gene-Saur515_RS01095,9.0,5.0,4.0,3.0,5.0,5.0,0.0,4.0,0.0
gene-Saur515_RS00200,host,nikA,992.0,1098.0,1076.0,302.0,342.0,558.0,419.0,287.0,193.0
gene-phage515_00210,phage,gene-phage515_00210,1483.0,1670.0,1387.0,,,1515.0,780.0,565.0,395.0
gene-Saur515_RS08620,host,pstB,24.0,24.0,26.0,12.0,7.0,7.0,16.0,13.0,6.0
gene-Saur515_RS11705,host,gene-Saur515_RS11705,183.0,188.0,206.0,68.0,63.0,80.0,71.0,50.0,40.0
gene-phage515_00136,phage,gene-phage515_00136,,,,,,,,,
gene-Saur515_RS08875,host,rpsN,180.0,172.0,234.0,46.0,44.0,80.0,80.0,57.0,34.0
gene-Saur515_RS02235,host,gene-Saur515_RS02235,987.0,1055.0,1150.0,230.0,219.0,402.0,403.0,292.0,151.0
gene-Saur515_RS04770,host,gene-Saur515_RS04770,874.0,927.0,993.0,220.0,186.0,342.0,371.0,353.0,144.0
gene-Saur515_RS00645,host,gene-Saur515_RS00645,125.0,155.0,143.0,51.0,54.0,61.0,91.0,82.0,43.0
gene-phage515_00222,phage,gene-phage515_00222,1256.0,1418.0,1228.0,,,,,,
gene-Saur515_RS11940,host,gene-Saur515_RS11940,431.0,529.0,633.0,148.0,128.0,221.0,248.0,175.0,145.0
gene-Saur515_RS12545,host,ilvC,43.0,41.0,47.0,13.0,13.0,15.0,8.0,12.0,4.0
gene-Saur515_RS10000,host,gene-Saur515_RS10000,1528.0,1654.0,1550.0,534.0,471.0,717.0,553.0,327.0,239.0
gene-Saur515_RS04530,host,gene-Saur515_RS04530,,,,,,,,,
gene-phage515_00006,phage,gene-phage515_00006,1318.0,1515.0,1339.0,,,,,,
gene-Saur515_RS02815,host,rsp,297.0,357.0,306.0,76.0,73.0,100.0,93.0,65.0,49.0
gene-Saur515_RS12145,host,gene-Saur515_RS12145,91.0,91.0,81.0,18.0,16.0,40.0,62.0,25.0,27.0
gene-Saur515_RS11955,host,gene-Saur515_RS11955,,,,,,,,,
gene-Saur515_RS05930,host,rbfA,1217.0,1285.0,1606.0,245.0,157.0,430.0,417.0,366.0,210.0
gene-Saur515_RS06570,host,gene-Saur515_RS06570,999.0,1040.0,1536.0,389.0,232.0,600.0,532.0,329.0,248.0
gene-Saur515_RS06315,host,lepA,2005.0,2262.0,2372.0,648.0,501.0,875.0,799.0,560.0,351.0
gene-Saur515_RS03555,host,gene-Saur515_RS03555,1463.0,1338.0,1452.0,498.0,374.0,564.0,771.0,225.0,278.0
gene-Saur515_RS06040,host,miaB,1104.0,1215.0,1213.0,311.0,287.0,458.0,383.0,244.0,189.0
gene-Saur515_RS07270,host,gene-Saur515_RS07270,24.0,36.0,22.0,6.0,3.0,4.0,8.0,2.0,1.0
gene-Saur515_RS10240,host,sdrC,61.0,77.0,83.0,18.0,12.0,40.0,40.0,23.0,18.0
gene-Saur515_RS06390,host,gene-Saur515_RS06390,507.0,478.0,481.0,148.0,140.0,262.0,208.0,165.0,91.0
gene-Saur515_RS03345,host,gene-Saur515_RS03345,479.0,527.0,539.0,187.0,155.0,328.0,271.0,162.0,99.0
gene-Saur515_RS03515,host,rplV,2533.0,2570.0,2467.0,945.0,765.0,1066.0,1234.0,349.0,364.0
gene-Saur515_RS04360,host,gene-Saur515_RS04360,136.0,144.0,146.0,20.0,24.0,41.0,37.0,48.0,22.0
gene-Saur515_RS02255,host,gene-Saur515_RS02255,203.0,225.0,226.0,40.0,45.0,53.0,70.0,27.0,29.0
gene-Saur515_RS01980,host,gene-Saur515_RS01980,398.0,395.0,448.0,129.0,84.0,161.0,117.0,92.0,48.0
gene-Saur515_RS12500,host,gene-Saur515_RS12500,292.0,326.0,357.0,75.0,66.0,101.0,103.0,64.0,40.0
gene-Saur515_RS10260,host,gene-Saur515_RS10260,253.0,274.0,274.0,58.0,41.0,48.0,39.0,33.0,19.0
gene-Saur515_RS05090,host,gene-Saur515_RS05090,840.0,761.0,981.0,519.0,330.0,637.0,494.0,718.0,331.0
gene-Saur515_RS03805,host,gene-Saur515_RS03805,1902.0,1966.0,2083.0,626.0,580.0,1056.0,1021.0,853.0,468.0
