Geneid,Entity,Symbol,5_R1,5_R2,5_R3,15_R1,15_R2,15_R3,30_R1,30_R2,30_R3,Temporal_Class
gene-phage515_00231,phage,gene-phage515_00231,8.53954159508,8.644706511715198,8.64541048921699,6.996681488176539,7.029972911706386,7.488293515159428,7.646353722445999,7.242797922793756,6.860663671448287,early
gene-Saur515_RS11405,host,gene-Saur515_RS11405,6.470799503782602,6.539585955617669,6.7226297948554485,5.389071729816501,4.941642422609304,5.652489180268651,5.568344503761097,5.4510384535657,4.812184355372417,early
gene-Saur515_RS13110,host,ebpS,8.784927626058323,8.788288460263619,8.851090687664982,7.335633981927201,7.234898420314831,7.851661177889265,7.922261058353247,7.700747794511798,7.153833801578843,early
gene-Saur515_RS07170,host,gene-Saur515_RS07170,6.324358962381311,6.478509642208569,6.507277712385012,5.062595033026967,5.1298987149230735,5.337538079701318,5.66988092298052,4.948759890378168,4.59511985013459,early
gene-Saur515_RS04330,host,gene-Saur515_RS04330,7.149916836132109,7.168579897264035,7.22402480828583,5.8916442118257715,5.8522024797744745,6.311734809152915,6.159095388491933,5.883322388488279,5.356586274672012,early
gene-Saur515_RS06670,host,gene-Saur515_RS06670,7.711996507047669,7.786551806428712,7.763446388727362,6.345636360828596,6.29156913955832,6.949856455000773,6.756932389247553,6.555356891810665,5.91350300563827,early
gene-Saur515_RS01645,host,secA2,5.811140992976701,5.860786223465865,5.91350300563827,5.37989735354046,5.209486152841421,5.58724865840025,5.733341276897746,5.777652323222656,5.123963979403259,early
gene-Saur515_RS08390,host,rsmD,6.39024066706535,6.421622267806518,6.480044561926653,5.272999558563747,5.081404364984463,5.662960480135946,5.407171771460119,5.420534999272286,4.564348191467836,early
gene-Saur515_RS09740,host,gene-Saur515_RS09740,5.796057750765372,5.726847747587197,6.137727054086234,4.770684624465665,4.532599493153256,5.2574953720277815,4.890349128221754,4.553876891600541,4.3694478524670215,early
gene-Saur515_RS07130,host,treR,7.763871287820222,7.9287663216266955,7.848933726364071,6.699500340161678,6.90975328164481,7.3427791893318455,6.946013991099227,6.511745329644728,6.173786103901937,early
gene-Saur515_RS03920,host,gene-Saur515_RS03920,5.062595033026967,4.969813299576001,5.147494476813453,3.7612001156935624,3.6635616461296463,3.8066624897703196,3.784189633918261,3.9512437185814275,1.9459101490553132,early
gene-Saur515_RS01400,host,gene-Saur515_RS01400,6.063785208687608,5.988961416889864,6.135564891081739,5.429345628954441,5.236441962829949,5.7899601708972535,5.971261839790462,6.0063531596017325,5.313205979041787,early
gene-Saur515_RS12585,host,gene-Saur515_RS12585,4.5217885770490405,4.51085950651685,4.574710978503383,3.1780538303479458,3.044522437723423,3.4011973816621555,3.1354942159291497,3.5553480614894135,2.3978952727983707,early
gene-Saur515_RS05435,host,gene-Saur515_RS05435,0.6931471805599453,0.0,1.3862943611198906,0.0,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,early
gene-Saur515_RS12785,host,gene-Saur515_RS12785,3.295836866004329,3.295836866004329,3.1780538303479458,2.302585092994046,2.3978952727983707,2.8903717578961645,2.5649493574615367,2.9444389791664403,2.8903717578961645,early
gene-Saur515_RS05780,host,yfhO,6.0867747269123065,6.315358001522335,6.333279628139691,4.820281565605037,4.787491742782046,5.342334251964811,5.181783550292085,5.19295685089021,4.653960350157523,early
gene-Saur515_RS03150,host,gene-Saur515_RS03150,7.064759027791802,7.010311867307229,7.136483208590247,6.025865973825314,5.932245187448011,6.507277712385012,6.583409222158765,6.318968113746434,5.823045895483019,early
gene-Saur515_RS07535,host,gene-Saur515_RS07535,7.016609683894219,7.065613363597717,7.213031659834869,5.652489180268651,5.5093883366279774,6.194405391104672,5.948034989180646,5.855071922202427,5.214935757608986,early
gene-Saur515_RS04670,host,gene-Saur515_RS04670,7.029972911706386,6.683360945766275,7.022868086082641,5.648974238161206,5.720311776607412,6.419994928147142,6.226536669287466,6.198478716492308,5.231108616854587,early
gene-Saur515_RS03305,host,gene-Saur515_RS03305,6.810142450115136,6.8885724595653635,6.940222469119639,5.680172609017068,5.752572638825633,6.2422232654551655,6.023447592961033,5.811140992976701,5.303304908059076,early
gene-Saur515_RS01235,host,rplI,7.647308832356238,7.674617497364363,7.757478766584179,6.3473892096560105,6.202535517187923,6.84587987526405,6.762729506931879,6.313548046277095,5.857933154483459,early
gene-Saur515_RS02150,host,gene-Saur515_RS02150,6.669498089857879,6.814542897259958,6.787844982309579,5.7899601708972535,5.902633333401366,6.340359303727752,6.720220155135295,6.22455842927536,5.817111159963204,early
gene-Saur515_RS08870,host,guaC,5.598421958998375,5.697093486505405,5.82600010738045,4.276666119016055,4.290459441148391,4.7535901911063645,4.859812404361672,4.477336814478207,3.912023005428146,early
gene-Saur515_RS04525,host,gene-Saur515_RS04525,5.783825182329737,5.924255797414532,5.8971538676367405,4.430816798843313,4.709530201312334,4.955827057601261,4.997212273764115,4.736198448394496,4.127134385045092,early
gene-Saur515_RS05990,host,gene-Saur515_RS05990,6.259581464064923,6.369900982828227,6.322565239927284,5.1298987149230735,5.153291594497779,5.54907608489522,5.3706380281276624,5.220355825078324,4.59511985013459,early
gene-Saur515_RS03895,host,gene-Saur515_RS03895,7.0909098220799835,7.234898420314831,7.214504414151143,5.976350909297934,5.831882477283517,6.437751649736401,6.322565239927284,5.7745515455444085,5.332718793265369,early
gene-Saur515_RS02265,host,gene-Saur515_RS02265,4.852030263919617,5.187385805840755,4.804021044733257,3.332204510175204,3.4965075614664802,3.8501476017100584,3.9512437185814275,3.332204510175204,2.995732273553991,early
gene-Saur515_RS00295,host,gene-Saur515_RS00295,5.768320995793772,5.8944028342648505,5.932245187448011,4.248495242049359,4.143134726391533,4.74493212836325,4.912654885736052,4.394449154672439,3.9318256327243257,early
gene-Saur515_RS05515,host,gene-Saur515_RS05515,7.572502985020384,7.643961949002529,7.736307096548285,6.137727054086234,5.905361848054571,6.448889394146858,6.556778356158042,6.255750041753367,5.476463551931511,early
gene-Saur515_RS10335,host,rpoB,9.348448774093812,9.500095294588894,9.402447229504935,8.631771096123673,8.618123909994678,8.908018322784887,9.121836973384779,8.374707543119483,8.0774471493312,early
gene-Saur515_RS03285,host,ureC,3.8918202981106265,3.7376696182833684,4.0943445622221,3.2188758248682006,2.9444389791664403,3.4965075614664802,3.6375861597263857,3.4011973816621555,2.4849066497880004,early
gene-Saur515_RS00805,host,sirA,4.653960350157523,4.852030263919617,5.081404364984463,3.4339872044851463,2.995732273553991,3.5553480614894135,3.6888794541139363,2.9444389791664403,2.772588722239781,early
gene-Saur515_RS08195,host,nrdH,4.1588830833596715,4.532599493153256,4.672828834461906,3.1780538303479458,3.1354942159291497,3.6635616461296463,3.6375861597263857,3.1354942159291497,2.4849066497880004,early
gene-Saur515_RS13575,host,gene-Saur515_RS13575,6.230481447578482,6.180016653652572,6.313548046277095,5.60947179518496,5.564520407322694,5.993961427306569,6.403574197934815,5.638354669333745,5.4116460518550396,middle
gene-Saur515_RS07295,host,gene-Saur515_RS07295,6.255750041753367,6.338594078203183,6.395261598115449,5.099866427824199,5.0106352940962555,5.594711379601839,5.327876168789581,4.969813299576001,4.820281565605037,early
gene-Saur515_RS11815,host,gene-Saur515_RS11815,6.752270376141742,6.842683282238422,6.8001700683022,5.497168225293202,5.313205979041787,5.730099782973574,5.717027701406222,5.2574953720277815,4.68213122712422,early
gene-Saur515_RS06410,host,gene-Saur515_RS06410,8.92172453036431,9.15978364835903,9.106977858981029,7.909122183211411,7.783640596221253,8.315321775377567,8.199738960630786,7.641084249174914,7.242082359256962,early
gene-Saur515_RS11615,host,gene-Saur515_RS11615,4.867534450455582,5.093750200806762,5.030437921392435,3.4657359027997265,3.258096538021482,3.7612001156935624,4.007333185232471,3.4011973816621555,3.091042453358316,early
gene-Saur515_RS06295,host,gene-Saur515_RS06295,5.886104031450156,5.945420608606575,6.2422232654551655,4.919980925828125,4.61512051684126,5.365976015021851,5.231108616854587,5.0689042022202315,4.564348191467836,early
gene-Saur515_RS04850,host,gene-Saur515_RS04850,7.509883061154913,7.689828668736484,7.6838639802564295,6.3818160174060985,6.2766434893416445,6.727431724850855,6.9167150203536085,6.236369590203704,5.7899601708972535,early
gene-Saur515_RS04415,host,gene-Saur515_RS04415,5.8944028342648505,5.849324779946859,6.198478716492308,4.6913478822291435,4.248495242049359,5.030437921392435,4.852030263919617,4.6913478822291435,4.219507705176107,early
gene-phage515_00021,phage,gene-phage515_00021,6.776506992372183,6.858565034791365,6.523562306149512,9.120087382998621,9.202812105555392,9.55463904484686,9.731512287796317,9.215825302206753,9.071767722112243,middle
gene-Saur515_RS02935,host,gene-Saur515_RS02935,6.359573868672378,6.375024819828097,6.587550014824796,5.342334251964811,5.10594547390058,5.634789603169249,5.996452088619021,5.641907070938114,5.1298987149230735,early
gene-Saur515_RS07100,host,recR,7.993282328101591,8.11102783819368,8.134467570277563,7.153833801578843,6.84587987526405,7.5745584842024805,7.400620577371135,7.040536390215956,6.541029999189903,early
gene-Saur515_RS04820,host,gene-Saur515_RS04820,2.1972245773362196,2.302585092994046,2.1972245773362196,1.6094379124341003,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341003,early
gene-Saur515_RS12505,host,tsaD,6.803505257608338,6.937314081223682,6.912742820493176,5.645446897643238,5.429345628954441,5.814130531825066,5.777652323222656,5.393627546352362,4.90527477843843,early
gene-Saur515_RS04125,host,gene-Saur515_RS04125,5.75890177387728,5.713732805509369,6.1070228877422545,4.74493212836325,4.30406509320417,5.303304908059076,4.955827057601261,4.74493212836325,4.2626798770413155,early
gene-phage515_00076,phage,gene-phage515_00076,4.48863636973214,4.672828834461906,4.634728988229636,6.059123195581797,5.8888779583328805,6.386879319362645,7.334981878871814,6.81783057145415,6.539585955617669,middle
gene-Saur515_RS01715,host,gene-Saur515_RS01715,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,0.0,middle
gene-Saur515_RS10030,host,gene-Saur515_RS10030,4.204692619390966,4.0943445622221,4.290459441148391,2.833213344056216,2.9444389791664403,3.4339872044851463,2.6390573296152584,3.091042453358316,1.6094379124341003,early
gene-Saur515_RS14175,host,gene-Saur515_RS14175,3.1780538303479458,3.4339872044851463,3.713572066704308,2.772588722239781,2.8903717578961645,3.332204510175204,2.8903717578961645,2.70805020110221,2.3978952727983707,early
gene-Saur515_RS13370,host,gene-Saur515_RS13370,3.8918202981106265,4.110873864173311,4.204692619390966,2.3978952727983707,2.8903717578961645,3.7376696182833684,3.5263605246161616,3.1780538303479458,2.4849066497880004,early
gene-phage515_00074,phage,holA,3.6375861597263857,3.970291913552122,3.6109179126442243,5.886104031450156,6.089044875446846,6.424869023905388,10.254953955545249,9.191972714617998,9.357034751126987,middle
gene-Saur515_RS04410,host,fakB1,7.331714969726466,7.424761761823209,7.510430556378006,5.886104031450156,5.594711379601839,6.363028103540465,6.302618975744905,6.0112671744041615,5.375278407684165,early
gene-Saur515_RS10710,host,gene-Saur515_RS10710,6.175867270105761,6.272877006546167,6.2166061010848646,4.762173934797756,4.564348191467836,5.017279836814924,5.327876168789581,4.804021044733257,4.31748811353631,early
gene-Saur515_RS13350,host,gene-Saur515_RS13350,4.143134726391533,4.189654742026425,4.219507705176107,4.663439094112067,4.672828834461906,5.2574953720277815,5.953243334287785,5.62040086571715,5.303304908059076,middle
gene-Saur515_RS10085,host,gene-Saur515_RS10085,4.700480365792417,4.634728988229636,4.61512051684126,2.70805020110221,2.9444389791664403,3.6109179126442243,3.4657359027997265,3.6888794541139363,2.833213344056216,early
gene-Saur515_RS12355,host,gene-Saur515_RS12355,6.923628628138427,7.0326242610280065,7.123672785204607,5.384495062789089,5.342334251964811,5.641907070938114,5.6240175061873385,5.598421958998375,4.919980925828125,early
gene-Saur515_RS06370,host,floA,8.784162222270476,8.799360083179907,8.850230965588816,7.304515946460155,7.347943823148687,7.945909598613133,8.042699496897637,7.752335163302292,7.145196134997171,early
gene-Saur515_RS04735,host,gene-Saur515_RS04735,6.673297967767654,6.792344427470809,6.668228248417403,5.501258210544727,5.236441962829949,5.805134968916488,5.762051382780177,5.575949103146316,4.997212273764115,early
gene-Saur515_RS08490,host,gene-Saur515_RS08490,7.62608275807238,7.580699752224563,7.700747794511798,6.597145701886651,6.467698726104354,7.151485463904735,7.044032897274685,6.918695219020472,6.169610732491456,early
gene-Saur515_RS08130,host,purM,6.476972362889683,6.690842277418564,6.432940092739179,5.099866427824199,5.123963979403259,5.204006687076795,5.41610040220442,4.51085950651685,4.477336814478207,early
gene-Saur515_RS09645,host,gene-Saur515_RS09645,3.9512437185814275,4.07753744390572,4.1588830833596715,3.6375861597263857,3.1354942159291497,4.127134385045092,3.6635616461296463,3.6375861597263857,3.1780538303479458,early
gene-Saur515_RS02550,host,gene-Saur515_RS02550,3.1354942159291497,3.4339872044851463,2.9444389791664403,1.6094379124341003,2.0794415416798357,2.70805020110221,2.1972245773362196,2.1972245773362196,1.6094379124341003,early
gene-Saur515_RS02575,host,bioB,3.784189633918261,3.828641396489095,4.02535169073515,2.772588722239781,2.3978952727983707,3.4657359027997265,3.044522437723423,2.8903717578961645,2.302585092994046,early
gene-Saur515_RS00925,host,gene-Saur515_RS00925,5.262690188904886,5.159055299214529,5.288267030694535,4.110873864173311,3.828641396489095,4.653960350157523,4.418840607796598,4.394449154672439,3.58351893845611,early
gene-Saur515_RS05705,host,recG,6.522092798170152,6.573680166960646,6.642486801367256,5.429345628954441,5.303304908059076,5.855071922202427,5.75890177387728,5.4638318050256105,4.787491742782046,early
gene-Saur515_RS07205,host,gene-Saur515_RS07205,4.624972813284271,4.564348191467836,4.74493212836325,3.044522437723423,2.4849066497880004,3.332204510175204,3.7376696182833684,3.4011973816621555,2.3978952727983707,early
gene-Saur515_RS05725,host,fabG,8.299783171949787,8.37816098272068,8.375860015299594,7.410347097821024,7.334981878871814,7.904334842085095,7.8351837552667485,7.419380582918692,6.880384082186005,early
gene-Saur515_RS05690,host,rpmB,6.75110146893676,6.983789965258135,7.060476365999801,5.602118820879701,6.025865973825314,6.09807428216624,6.911747300251674,6.144185634125646,6.787844982309579,early
gene-Saur515_RS13550,host,gene-Saur515_RS13550,5.68697535633982,5.552959584921617,5.484796933490655,5.049856007249537,4.990432586778736,5.318119993844216,5.8377304471659395,5.093750200806762,4.9344739331306915,middle
gene-Saur515_RS11715,host,gene-Saur515_RS11715,4.430816798843313,4.418840607796598,4.61512051684126,3.6109179126442243,3.4339872044851463,3.970291913552122,3.9512437185814275,3.4011973816621555,3.091042453358316,early
gene-Saur515_RS09140,host,gene-Saur515_RS09140,7.214504414151143,7.236339342754344,7.392031567514591,6.0063531596017325,5.840641657373398,6.403574197934815,6.021023349349527,5.991464547107982,5.365976015021851,early
gene-Saur515_RS10175,host,gene-Saur515_RS10175,4.204692619390966,4.356708826689592,4.394449154672439,3.4011973816621555,2.302585092994046,3.1354942159291497,2.8903717578961645,2.772588722239781,1.9459101490553132,early
gene-Saur515_RS12810,host,gene-Saur515_RS12810,2.70805020110221,1.791759469228055,2.6390573296152584,1.3862943611198906,1.6094379124341003,2.302585092994046,1.791759469228055,1.6094379124341003,1.791759469228055,early
gene-Saur515_RS07345,host,lpl2,4.204692619390966,4.23410650459726,4.31748811353631,3.258096538021482,3.044522437723423,3.4011973816621555,3.332204510175204,3.091042453358316,2.772588722239781,early
gene-Saur515_RS11780,host,gene-Saur515_RS11780,5.963579343618446,5.991464547107982,6.139884552226255,4.836281906951478,4.48863636973214,5.117993812416755,4.787491742782046,4.6913478822291435,4.060443010546419,early
gene-Saur515_RS10325,host,gene-Saur515_RS10325,8.06777619577889,8.115819701211327,8.193123721512068,6.79794041297493,6.453624998892692,7.037027614686276,7.111512116496157,6.590301048196686,6.100318952020064,early
gene-Saur515_RS01035,host,gene-Saur515_RS01035,3.713572066704308,3.6635616461296463,3.912023005428146,2.70805020110221,2.995732273553991,3.2188758248682006,3.258096538021482,3.2188758248682006,2.302585092994046,early
gene-Saur515_RS01660,host,sasF,6.07073772800249,6.124683390894205,6.133398042996649,5.123963979403259,5.241747015059643,5.521460917862246,5.501258210544727,5.313205979041787,5.081404364984463,early
gene-Saur515_RS00290,host,gene-Saur515_RS00290,5.484796933490655,5.6131281063880705,5.75890177387728,4.189654742026425,4.189654742026425,4.499809670330265,4.406719247264253,4.127134385045092,3.6109179126442243,early
gene-Saur515_RS11255,host,gene-Saur515_RS11255,9.044049632254756,9.24319470884713,9.179571838304547,7.959275960116396,7.701652362642226,8.31581113188354,8.465689348549121,7.77485576666552,7.275864600546533,early
gene-Saur515_RS01160,host,gene-Saur515_RS01160,3.871201010907891,3.295836866004329,3.970291913552122,2.5649493574615367,2.3978952727983707,2.833213344056216,2.5649493574615367,2.772588722239781,1.791759469228055,early
gene-Saur515_RS11440,host,gene-Saur515_RS11440,5.746203190540153,5.905361848054571,5.860786223465865,3.912023005428146,3.912023005428146,4.5217885770490405,4.59511985013459,4.290459441148391,3.5263605246161616,early
gene-Saur515_RS01110,host,gene-Saur515_RS01110,5.37989735354046,5.659482215759621,5.594711379601839,4.454347296253507,4.007333185232471,4.406719247264253,4.430816798843313,4.343805421853684,3.871201010907891,early
gene-Saur515_RS11890,host,gene-Saur515_RS11890,6.6052979209482015,6.754604099487962,6.739336627357174,5.342334251964811,4.9344739331306915,5.811140992976701,5.545177444479562,5.288267030694535,4.997212273764115,early
gene-Saur515_RS02480,host,gene-Saur515_RS02480,5.8805329864007,5.849324779946859,6.035481432524756,4.787491742782046,4.770684624465665,5.236441962829949,5.375278407684165,4.90527477843843,4.343805421853684,early
gene-Saur515_RS07785,host,gene-Saur515_RS07785,5.472270673671475,5.402677381872279,5.583496308781699,4.31748811353631,4.23410650459726,4.919980925828125,4.1588830833596715,4.219507705176107,3.713572066704308,early
gene-Saur515_RS05980,host,gene-Saur515_RS05980,5.659482215759621,5.84354441703136,5.82600010738045,4.6913478822291435,4.718498871295094,5.332718793265369,5.272999558563747,4.543294782270004,4.204692619390966,early
gene-Saur515_RS02385,host,lnsB,5.6240175061873385,5.817111159963204,5.87493073085203,3.912023005428146,3.5263605246161616,4.1588830833596715,4.189654742026425,4.04305126783455,3.4657359027997265,early
gene-Saur515_RS13010,host,gene-Saur515_RS13010,6.295266001439646,6.257667587882639,6.335054251498059,4.976733742420574,4.787491742782046,5.303304908059076,5.459585514144159,5.220355825078324,4.219507705176107,early
gene-Saur515_RS04010,host,gene-Saur515_RS04010,6.148468295917647,6.342121418721152,6.39024066706535,5.209486152841421,5.1647859739235145,5.455321115357702,5.0238805208462765,5.159055299214529,4.31748811353631,early
gene-phage515_00140,phage,nrdF,7.149131598557407,7.249925536717988,6.923628628138427,9.403437001938096,9.656755466413301,9.924025203753676,10.672646249502169,10.017262566794972,9.899379124491585,middle
gene-Saur515_RS13055,host,gene-Saur515_RS13055,6.922643891475888,7.173958319756794,7.086737934510577,5.6937321388027,5.54907608489522,5.966146739123692,5.8805329864007,5.602118820879701,5.2574953720277815,early
gene-Saur515_RS07815,host,gene-Saur515_RS07815,4.962844630259907,5.176149732573829,5.288267030694535,3.091042453358316,3.258096538021482,3.4965075614664802,3.58351893845611,3.4339872044851463,3.044522437723423,early
gene-Saur515_RS00945,host,gene-Saur515_RS00945,3.912023005428146,3.912023005428146,3.828641396489095,3.044522437723423,2.3978952727983707,3.2188758248682006,2.70805020110221,3.2188758248682006,1.9459101490553132,early
gene-Saur515_RS07860,host,gene-Saur515_RS07860,6.403574197934815,6.466144724237619,6.551080335043404,5.075173815233827,4.8283137373023015,5.429345628954441,5.438079308923196,5.407171771460119,4.442651256490317,early
gene-Saur515_RS14285,host,gene-Saur515_RS14285,7.108244139731541,7.189922170745808,7.264730177929867,5.998936561946683,6.206575926724928,6.740519359606223,6.754604099487962,6.587550014824796,6.0473721790462776,early
gene-Saur515_RS02955,host,gene-Saur515_RS02955,5.817111159963204,5.8998973535824915,6.061456918928017,3.8066624897703196,3.5263605246161616,4.248495242049359,4.143134726391533,3.9512437185814275,3.4965075614664802,early
gene-Saur515_RS13020,host,yjbH,7.374629015218945,7.3796321526095525,7.52294091807237,5.948034989180646,5.8664680569332965,6.472346294500901,6.326149473155099,6.3561076606958915,5.598421958998375,early
gene-Saur515_RS00260,host,pflA,10.259937471158564,10.325088442553696,10.362998829061379,8.994544758324512,9.036344063928219,9.577826662126565,9.365975663507632,9.038127549330516,8.568646473005153,early
gene-Saur515_RS00995,host,gene-Saur515_RS00995,4.605170185988092,4.6913478822291435,4.532599493153256,3.5263605246161616,3.7612001156935624,3.784189633918261,4.007333185232471,3.6635616461296463,3.1780538303479458,early
gene-phage515_00185,phage,mbpI,7.974188669286011,8.095293776844649,7.878534196140362,8.707978826622321,8.633018756921828,8.989319566042951,8.734077192559303,8.316544717929398,7.934871565945177,middle
gene-Saur515_RS06595,host,efp,8.571681376700306,8.57130251706327,8.749890955535259,7.664346632098617,7.247080584585756,8.029107054619736,8.193123721512068,7.67368812926773,7.257002707092073,early
gene-Saur515_RS00435,host,gene-Saur515_RS00435_gene_brnQ,6.889591308354466,6.9985096422506015,6.970730078143525,4.983606621708336,4.867534450455582,5.313205979041787,5.583496308781699,5.170483995038151,4.48863636973214,early
gene-Saur515_RS09415,host,gene-Saur515_RS09415,5.19295685089021,5.272999558563747,5.442417710521793,4.007333185232471,4.04305126783455,4.442651256490317,4.30406509320417,4.174387269895637,3.295836866004329,early
gene-Saur515_RS14195,host,gene-Saur515_RS14195,4.04305126783455,4.59511985013459,4.356708826689592,3.1354942159291497,3.4965075614664802,3.784189633918261,3.7376696182833684,3.044522437723423,3.2188758248682006,early
gene-phage515_00047,phage,gene-phage515_00047,9.555913922843741,9.664151101014628,9.53834831589953,10.283292913863715,10.292721647533876,10.65145430286018,10.332962113104644,10.007397015926639,9.606764735432199,middle
gene-Saur515_RS13950,host,gene-Saur515_RS13950,5.976350909297934,5.84354441703136,5.955837369464831,5.521460917862246,5.327876168789581,5.733341276897746,6.447305862541213,4.976733742420574,5.41610040220442,middle
gene-Saur515_RS02325,host,gene-Saur515_RS02325,4.875197323201151,5.1298987149230735,5.209486152841421,3.970291913552122,3.6109179126442243,4.382026634673881,4.343805421853684,3.970291913552122,3.367295829986474,early
gene-phage515_00103,phage,gene-phage515_00103,5.093750200806762,5.117993812416755,4.962844630259907,6.416732282512326,6.669498089857879,6.956545443151569,10.725972971725227,9.677652883410428,9.792332503169966,middle
gene-Saur515_RS07185,host,gene-Saur515_RS07185,4.499809670330265,4.59511985013459,4.9344739331306915,3.6375861597263857,3.784189633918261,4.1588830833596715,3.713572066704308,3.4965075614664802,3.2188758248682006,early
gene-Saur515_RS07095,host,gene-Saur515_RS07095,1.791759469228055,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.0,1.0986122886681098,1.6094379124341003,0.0,0.6931471805599453,early
gene-Saur515_RS02290,host,gene-Saur515_RS02290,9.84665261578359,9.82211479407039,9.989252319496922,8.910720661951359,8.688453800850768,9.569063217532216,10.069637382330217,9.575122364808813,9.059284897056227,middle
gene-Saur515_RS00625,host,tnpA,5.204006687076795,5.429345628954441,5.60947179518496,4.204692619390966,3.828641396489095,4.382026634673881,4.543294782270004,4.418840607796598,3.4657359027997265,early
gene-Saur515_RS07750,host,mepA,4.343805421853684,4.418840607796598,4.418840607796598,3.4011973816621555,3.2188758248682006,3.4657359027997265,4.02535169073515,3.1780538303479458,2.995732273553991,early
gene-Saur515_RS07145,host,gene-Saur515_RS07145,2.1972245773362196,2.0794415416798357,2.5649493574615367,1.6094379124341003,1.9459101490553132,1.9459101490553132,2.1972245773362196,1.3862943611198906,1.0986122886681098,early
gene-Saur515_RS08790,host,gene-Saur515_RS08790,5.288267030694535,5.41610040220442,5.501258210544727,4.127134385045092,3.6888794541139363,4.48863636973214,4.700480365792417,4.23410650459726,3.4011973816621555,early
gene-Saur515_RS11770,host,gene-Saur515_RS11770,3.6635616461296463,3.4339872044851463,3.7612001156935624,2.1972245773362196,2.4849066497880004,2.4849066497880004,2.302585092994046,2.302585092994046,1.791759469228055,early
gene-Saur515_RS08565,host,dapD,5.0238805208462765,5.170483995038151,5.181783550292085,4.02535169073515,3.8501476017100584,4.5217885770490405,4.23410650459726,4.110873864173311,3.258096538021482,early
gene-Saur515_RS09595,host,gene-Saur515_RS09595,7.81237820598861,7.919719760924575,8.009363076630045,6.639875833826536,6.272877006546167,6.833031732786201,6.787844982309579,6.647688373563329,5.968707559985366,early
gene-Saur515_RS11415,host,gene-Saur515_RS11415,4.59511985013459,4.68213122712422,4.59511985013459,3.6888794541139363,2.9444389791664403,3.7376696182833684,3.5553480614894135,3.1354942159291497,3.091042453358316,early
gene-Saur515_RS04940,host,gene-Saur515_RS04940,5.84354441703136,5.976350909297934,6.0330862217988015,4.499809670330265,4.174387269895637,4.727387818712341,4.543294782270004,4.3694478524670215,3.5263605246161616,early
gene-Saur515_RS01615,host,gene-Saur515_RS01615,4.553876891600541,4.430816798843313,4.382026634673881,3.58351893845611,3.1780538303479458,3.8918202981106265,3.332204510175204,3.4965075614664802,3.091042453358316,early
gene-Saur515_RS06730,host,gene-Saur515_RS06730,5.1647859739235145,5.117993812416755,5.308267697401205,4.189654742026425,4.007333185232471,4.5217885770490405,4.406719247264253,4.343805421853684,3.258096538021482,early
gene-Saur515_RS04425,host,gene-Saur515_RS04425,6.804614520062624,6.93828448401696,6.9584483932976555,5.198497031265826,5.159055299214529,5.54907608489522,5.91350300563827,5.537334267018537,4.787491742782046,early
gene-Saur515_RS05030,host,mnhG2,4.812184355372417,4.795790545596741,4.7535901911063645,3.6888794541139363,3.6109179126442243,4.07753744390572,4.30406509320417,4.1588830833596715,3.091042453358316,early
gene-Saur515_RS03005,host,gene-Saur515_RS03005,4.394449154672439,4.584967478670572,4.553876891600541,2.9444389791664403,2.9444389791664403,3.912023005428146,3.713572066704308,3.044522437723423,3.091042453358316,early
gene-Saur515_RS03545,host,rplX,7.469083884921234,7.405495663199472,7.465655310134056,6.415096959171596,6.313548046277095,6.6039438246004725,6.79346613258001,5.736572297479192,5.739792912179234,early
gene-Saur515_RS10595,host,gene-Saur515_RS10595,7.5766097669730375,7.535830462798367,7.60688453121963,6.452048954437226,6.297109319933935,6.821107472256465,6.739336627357174,6.306275286948016,5.976350909297934,early
gene-Saur515_RS04560,host,gene-Saur515_RS04560,6.62273632394984,6.774223886357614,6.82001636467413,5.634789603169249,5.472270673671475,5.908082938168931,5.484796933490655,5.54907608489522,4.68213122712422,early
gene-Saur515_RS02135,host,gene-Saur515_RS02135,6.131226489483141,6.267200548541362,6.210600077024653,4.812184355372417,4.912654885736052,5.5053315359323625,5.68697535633982,5.247024072160486,4.867534450455582,early
gene-Saur515_RS09775,host,gene-Saur515_RS09775,8.330381569349418,8.360071435644025,8.563122123304638,7.334981878871814,6.974478911025045,7.709756864454165,7.583247524303362,7.466227556215481,6.974478911025045,early
gene-Saur515_RS02930,host,gene-Saur515_RS02930,6.269096283706261,6.371611847231857,6.398594934535208,5.081404364984463,4.997212273764115,5.537334267018537,5.598421958998375,5.4116460518550396,4.727387818712341,early
gene-Saur515_RS08575,host,dapA,4.8283137373023015,4.912654885736052,5.062595033026967,3.8501476017100584,3.6635616461296463,4.189654742026425,3.713572066704308,3.970291913552122,2.8903717578961645,early
gene-Saur515_RS13830,host,gene-Saur515_RS13830,4.875197323201151,4.418840607796598,4.624972813284271,3.6888794541139363,3.1780538303479458,3.784189633918261,3.8066624897703196,3.58351893845611,2.9444389791664403,early
gene-Saur515_RS08695,host,gene-Saur515_RS08695,3.4657359027997265,3.258096538021482,3.713572066704308,2.302585092994046,2.5649493574615367,2.3978952727983707,1.9459101490553132,1.3862943611198906,1.0986122886681098,early
